frequency	e'	e''
5e+008	86.4986	-2.12805
1e+009	86.1774	4.54289
1.5e+009	85.1831	9.29996
2e+009	83.9691	13.4227
2.5e+009	82.5424	17.0936
3e+009	80.7536	20.5602
3.5e+009	78.7058	23.6516
4e+009	76.5244	26.4383
4.5e+009	74.1866	28.9777
5e+009	71.7694	31.2353
5.5e+009	69.2293	33.1472
6e+009	66.6286	34.7991
6.5e+009	64.123	36.2095
7e+009	61.6237	37.3887
7.5e+009	59.134	38.3228
8e+009	56.6983	39.0728
8.5e+009	54.3457	39.6274
9e+009	52.0577	39.9966
9.5e+009	49.8604	40.3056
1e+010	47.7418	40.4134
1.05e+010	45.8021	40.4766
1.1e+010	43.8537	40.3519
1.15e+010	42.0113	40.1496
1.2e+010	40.369	39.939
1.25e+010	38.6882	39.6417
1.3e+010	37.1543	39.2731
1.35e+010	35.7466	38.9529
1.4e+010	34.3679	38.5266
1.45e+010	33.0687	38.0438
1.5e+010	31.8575	37.6519
1.55e+010	30.7516	37.1889
1.6e+010	29.6426	36.647
1.65e+010	28.6203	36.1918
1.7e+010	27.6556	35.7442
1.75e+010	26.8451	35.1797
1.8e+010	25.976	34.7341
1.85e+010	25.1122	34.2845
1.9e+010	24.4884	33.7275
1.95e+010	23.7324	33.2273
2e+010	22.9697	32.7494
2.05e+010	22.4061	32.3198
2.1e+010	21.8601	31.8912
2.15e+010	21.1583	31.3866
2.2e+010	20.6408	30.9457
2.25e+010	20.2102	30.6168
2.3e+010	19.7178	30.1228
2.35e+010	19.2378	29.6351
2.4e+010	18.8247	29.4392
2.45e+010	18.4126	28.9151
2.5e+010	18.1495	28.3755
2.55e+010	17.7477	28.2117
2.6e+010	17.3698	27.7661
2.65e+010	17.0803	27.1978
