frequency	e'	e''
5e+008	86.0044	-2.21063
1e+009	85.7765	4.31103
1.5e+009	84.8584	8.93941
2e+009	83.7081	12.956
2.5e+009	82.341	16.5356
3e+009	80.6459	19.923
3.5e+009	78.7098	22.9563
4e+009	76.6397	25.711
4.5e+009	74.4192	28.2251
5e+009	72.1039	30.4788
5.5e+009	69.6544	32.4008
6e+009	67.1494	34.0839
6.5e+009	64.7355	35.539
7e+009	62.3149	36.7621
7.5e+009	59.897	37.7478
8e+009	57.5092	38.5545
8.5e+009	55.1943	39.1644
9e+009	52.9449	39.6025
9.5e+009	50.7784	39.9794
1e+010	48.6834	40.1539
1.05e+010	46.7592	40.2732
1.1e+010	44.8194	40.2062
1.15e+010	42.9765	40.0593
1.2e+010	41.3287	39.8976
1.25e+010	39.6399	39.6528
1.3e+010	38.0976	39.3297
1.35e+010	36.6804	39.0479
1.4e+010	35.2835	38.6611
1.45e+010	33.9634	38.2156
1.5e+010	32.7361	37.8527
1.55e+010	31.6109	37.4216
1.6e+010	30.481	36.9059
1.65e+010	29.4386	36.4735
1.7e+010	28.4492	36.0426
1.75e+010	27.6172	35.4929
1.8e+010	26.7311	35.0689
1.85e+010	25.8444	34.6339
1.9e+010	25.1956	34.0827
1.95e+010	24.426	33.5997
2e+010	23.6368	33.132
2.05e+010	23.0541	32.7022
2.1e+010	22.4872	32.2837
2.15e+010	21.764	31.7792
2.2e+010	21.2358	31.3384
2.25e+010	20.7804	31.0237
2.3e+010	20.2656	30.5279
2.35e+010	19.7748	30.0355
2.4e+010	19.3419	29.8449
2.45e+010	18.9075	29.3158
2.5e+010	18.628	28.7836
2.55e+010	18.2091	28.6169
2.6e+010	17.8122	28.1685
2.65e+010	17.515	27.5982
