frequency	e'	e''
5e+008	86.3296	-2.16321
1e+009	86.0393	4.47356
1.5e+009	85.0756	9.18529
2e+009	83.8793	13.2569
2.5e+009	82.4713	16.8991
3e+009	80.7144	20.34
3.5e+009	78.709	23.4118
4e+009	76.564	26.1914
4.5e+009	74.2702	28.7226
5e+009	71.8852	30.9759
5.5e+009	69.3768	32.8941
6e+009	66.8094	34.5564
6.5e+009	64.3361	35.985
7e+009	61.864	37.1765
7.5e+009	59.3981	38.1258
8e+009	56.9771	38.8997
8.5e+009	54.635	39.4718
9e+009	52.3612	39.8649
9.5e+009	50.1739	40.1966
1e+010	48.0628	40.3258
1.05e+010	46.1293	40.4105
1.1e+010	44.1831	40.3048
1.15e+010	42.34	40.1214
1.2e+010	40.6958	39.9284
1.25e+010	39.0134	39.6503
1.3e+010	37.4751	39.2965
1.35e+010	36.0639	38.9889
1.4e+010	34.6788	38.5755
1.45e+010	33.3743	38.1045
1.5e+010	32.1543	37.7226
1.55e+010	31.0441	37.2694
1.6e+010	29.9283	36.7377
1.65e+010	28.8962	36.2896
1.7e+010	27.9231	35.8468
1.75e+010	27.1066	35.2896
1.8e+010	26.2316	34.8494
1.85e+010	25.3594	34.4039
1.9e+010	24.7268	33.8499
1.95e+010	23.9625	33.3573
2e+010	23.1949	32.8809
2.05e+010	22.6247	32.4533
2.1e+010	22.0685	32.0254
2.15e+010	21.3631	31.5222
2.2e+010	20.8424	31.0799
2.25e+010	20.3991	30.7555
2.3e+010	19.9028	30.2626
2.35e+010	19.4152	29.7746
2.4e+010	18.9978	29.5787
2.45e+010	18.5793	29.0516
2.5e+010	18.3068	28.5139
2.55e+010	17.9003	28.3494
2.6e+010	17.5173	27.9024
2.65e+010	17.2262	27.3366
