frequency	e'	e''
5e+008	83.8196	-2.55923
1e+009	83.8566	3.3779
1.5e+009	83.2608	7.47214
2e+009	82.4367	11.0072
2.5e+009	81.4113	14.1645
3e+009	80.0898	17.2109
3.5e+009	78.5456	19.9699
4e+009	76.9107	22.5167
4.5e+009	75.1286	24.8999
5e+009	73.2596	27.0877
5.5e+009	71.2502	29.0048
6e+009	69.1475	30.7408
6.5e+009	67.127	32.3087
7e+009	65.0659	33.6842
7.5e+009	62.9615	34.8453
8e+009	60.8544	35.8716
8.5e+009	58.7799	36.7115
9e+009	56.7323	37.3827
9.5e+009	54.733	38.0292
1e+010	52.7708	38.4644
1.05e+010	50.9695	38.8447
1.1e+010	49.101	39.0294
1.15e+010	47.3056	39.1271
1.2e+010	45.7068	39.2028
1.25e+010	44.0061	39.1822
1.3e+010	42.4413	39.0657
1.35e+010	41.0229	39.0126
1.4e+010	39.587	38.8124
1.45e+010	38.2019	38.5261
1.5e+010	36.9276	38.349
1.55e+010	35.7566	38.0764
1.6e+010	34.5319	37.6637
1.65e+010	33.4034	37.3686
1.7e+010	32.3475	37.0957
1.75e+010	31.4427	36.6135
1.8e+010	30.464	36.2804
1.85e+010	29.474	35.9661
1.9e+010	28.767	35.4513
1.95e+010	27.8952	35.003
2e+010	26.9755	34.6411
2.05e+010	26.3158	34.2698
2.1e+010	25.7146	33.8686
2.15e+010	24.8406	33.4296
2.2e+010	24.218	33.0058
2.25e+010	23.7556	32.7601
2.3e+010	23.1114	32.2595
2.35e+010	22.4975	31.7303
2.4e+010	22.0563	31.66
2.45e+010	21.5059	31.1316
2.5e+010	21.1812	30.5127
2.55e+010	20.723	30.4485
2.6e+010	20.1968	29.9885
2.65e+010	19.8555	29.3123
