frequency	e'	e''
5e+008	83.8579	-2.54461
1e+009	83.8962	3.4019
1.5e+009	83.2893	7.50216
2e+009	82.458	11.0445
2.5e+009	81.4247	14.2097
3e+009	80.1	17.2608
3.5e+009	78.5531	20.0233
4e+009	76.907	22.5749
4.5e+009	75.1211	24.9644
5e+009	73.2452	27.147
5.5e+009	71.2261	29.0697
6e+009	69.1217	30.8081
6.5e+009	67.0904	32.3698
7e+009	65.022	33.7446
7.5e+009	62.9116	34.9018
8e+009	60.7998	35.9233
8.5e+009	58.7199	36.7618
9e+009	56.6685	37.4283
9.5e+009	54.6638	38.0722
1e+010	52.6992	38.5058
1.05e+010	50.8968	38.8748
1.1e+010	49.0263	39.0603
1.15e+010	47.2316	39.1529
1.2e+010	45.6289	39.2254
1.25e+010	43.9273	39.2003
1.3e+010	42.3602	39.0806
1.35e+010	40.9433	39.0213
1.4e+010	39.5075	38.8164
1.45e+010	38.1224	38.5303
1.5e+010	36.8515	38.3485
1.55e+010	35.6788	38.0713
1.6e+010	34.4564	37.657
1.65e+010	33.3276	37.359
1.7e+010	32.2734	37.0832
1.75e+010	31.3697	36.5991
1.8e+010	30.3952	36.2643
1.85e+010	29.4039	35.9485
1.9e+010	28.6997	35.4332
1.95e+010	27.827	34.9833
2e+010	26.9095	34.6166
2.05e+010	26.2539	34.2455
2.1e+010	25.6531	33.8446
2.15e+010	24.7796	33.4036
2.2e+010	24.1602	32.9811
2.25e+010	23.698	32.7314
2.3e+010	23.0561	32.2314
2.35e+010	22.4428	31.7014
2.4e+010	22.0028	31.63
2.45e+010	21.4527	31.102
2.5e+010	21.1297	30.4812
2.55e+010	20.6731	30.4171
2.6e+010	20.1566	29.9566
2.65e+010	19.8074	29.2821
