frequency	e'	e''
5e+008	84.3447	-2.4507
1e+009	84.3319	3.59147
1.5e+009	83.6702	7.81703
2e+009	82.7676	11.4645
2.5e+009	81.6583	14.721
3e+009	80.2435	17.8442
3.5e+009	78.6139	20.6685
4e+009	76.8766	23.2682
4.5e+009	75	25.6914
5e+009	73.0356	27.9003
5.5e+009	70.9251	29.8339
6e+009	68.7337	31.5646
6.5e+009	66.62	33.1114
7e+009	64.4716	34.4575
7.5e+009	62.2897	35.5851
8e+009	60.11	36.5651
8.5e+009	57.971	37.3553
9e+009	55.8697	37.9784
9.5e+009	53.8235	38.5654
1e+010	51.8193	38.9433
1.05e+010	49.984	39.2646
1.1e+010	48.0947	39.3955
1.15e+010	46.2811	39.4333
1.2e+010	44.6659	39.4506
1.25e+010	42.9613	39.3747
1.3e+010	41.3943	39.2097
1.35e+010	39.9696	39.0975
1.4e+010	38.5391	38.851
1.45e+010	37.162	38.5269
1.5e+010	35.8955	38.3016
1.55e+010	34.7322	37.9906
1.6e+010	33.5251	37.5466
1.65e+010	32.4159	37.2171
1.7e+010	31.3722	36.9032
1.75e+010	30.4827	36.3982
1.8e+010	29.5267	36.0403
1.85e+010	28.559	35.6968
1.9e+010	27.8624	35.1698
1.95e+010	27.0151	34.7105
2e+010	26.1245	34.3178
2.05e+010	25.4828	33.9301
2.1e+010	24.8883	33.5225
2.15e+010	24.0487	33.0637
2.2e+010	23.4508	32.6346
2.25e+010	22.9907	32.3692
2.3e+010	22.3762	31.8668
2.35e+010	21.7911	31.3465
2.4e+010	21.3514	31.2431
2.45e+010	20.8298	30.7133
2.5e+010	20.5193	30.1109
2.55e+010	20.0665	30.0195
2.6e+010	19.575	29.5617
2.65e+010	19.2388	28.9078
