freq_col,type,t_abs,t_rel_s,idx
1,mag,2025-09-14 18:42:01.132,844,170
1,mag,2025-09-14 18:54:54.132,1617,325
1,mag,2025-09-14 18:59:04.132,1867,375
1,mag,2025-09-14 19:18:31.132,3034,609
1,mag,2025-09-14 19:19:16.132,3079,618
1,mag,2025-09-14 19:23:15.132,3318,666
1,mag,2025-09-14 19:27:10.132,3553,713
1,mag,2025-09-14 19:31:10.132,3793,761
1,mag,2025-09-14 19:34:54.132,4017,806
1,mag,2025-09-14 19:38:49.132,4252,853
1,mag,2025-09-14 19:42:43.132,4486,900
1,mag,2025-09-14 19:45:48.132,4671,937
1,mag,2025-09-14 19:46:28.132,4711,945
1,mag,2025-09-14 19:49:37.132,4900,983
1,mag,2025-09-14 19:50:12.132,4935,990
1,mag,2025-09-14 19:54:07.132,5170,1037
1,mag,2025-09-14 19:57:06.132,5349,1073
1,mag,2025-09-14 19:57:46.132,5389,1081
1,mag,2025-09-14 20:01:01.132,5584,1120
1,mag,2025-09-14 20:01:35.132,5618,1127
1,mag,2025-09-14 20:04:50.132,5813,1166
1,mag,2025-09-14 20:05:20.132,5843,1172
1,mag,2025-09-14 20:08:34.132,6037,1211
1,mag,2025-09-14 20:09:04.132,6067,1217
1,mag,2025-09-14 20:12:09.132,6252,1254
1,mag,2025-09-14 20:12:49.132,6292,1262
1,mag,2025-09-14 20:16:04.132,6487,1301
1,mag,2025-09-14 20:16:39.132,6522,1308
1,mag,2025-09-14 20:20:29.132,6752,1354
1,mag,2025-09-14 20:24:13.132,6976,1399
1,mag,2025-09-14 20:27:53.132,7196,1443
1,mag,2025-09-14 20:31:03.132,7386,1481
1,mag,2025-09-14 20:31:33.132,7416,1487
1,mag,2025-09-14 20:34:48.132,7611,1526
1,mag,2025-09-14 20:35:23.132,7646,1533
1,mag,2025-09-14 20:39:02.132,7865,1577
1,mag,2025-09-14 20:42:12.132,8055,1615
1,mag,2025-09-14 20:42:42.132,8085,1621
1,mag,2025-09-14 20:46:26.132,8309,1666
1,mag,2025-09-14 20:50:15.132,8538,1712
1,mag,2025-09-14 20:53:20.132,8723,1749
1,mag,2025-09-14 20:53:50.132,8753,1755
1,mag,2025-09-14 20:57:30.132,8973,1799
1,mag,2025-09-14 21:01:19.132,9202,1845
1,mag,2025-09-14 21:04:29.132,9392,1883
1,mag,2025-09-14 21:04:59.132,9422,1889
1,mag,2025-09-14 21:08:08.132,9611,1927
1,mag,2025-09-14 21:08:38.132,9641,1933
1,mag,2025-09-14 21:12:18.132,9861,1977
1,mag,2025-09-14 21:15:23.132,10046,2014
1,mag,2025-09-14 21:16:43.132,10126,2030
1,mag,2025-09-14 21:19:47.132,10310,2067
1,mag,2025-09-14 21:20:47.132,10370,2079
1,mag,2025-09-14 21:23:47.132,10550,2115
1,mag,2025-09-14 21:24:52.132,10615,2128
1,mag,2025-09-14 21:28:06.132,10809,2167
1,mag,2025-09-14 21:28:56.132,10859,2177
1,mag,2025-09-14 21:33:00.132,11103,2226
1,mag,2025-09-14 21:36:09.132,11292,2264
1,mag,2025-09-14 21:36:59.132,11342,2274
1,mag,2025-09-14 21:40:19.132,11542,2314
1,mag,2025-09-14 21:41:03.132,11586,2323
1,mag,2025-09-14 21:44:13.132,11776,2361
1,mag,2025-09-14 21:45:03.132,11826,2371
1,mag,2025-09-14 21:49:02.132,12065,2419
1,mag,2025-09-14 21:52:07.132,12250,2456
1,mag,2025-09-14 21:53:02.132,12305,2467
1,mag,2025-09-14 21:56:16.132,12499,2506
1,mag,2025-09-14 21:57:01.132,12544,2515
1,mag,2025-09-14 22:00:06.132,12729,2552
1,mag,2025-09-14 22:01:05.132,12788,2564
1,mag,2025-09-14 22:04:15.132,12978,2602
1,mag,2025-09-14 22:05:00.132,13023,2611
1,mag,2025-09-14 22:08:15.132,13218,2650
1,mag,2025-09-14 22:08:55.132,13258,2658
1,mag,2025-09-14 22:11:59.132,13442,2695
1,mag,2025-09-14 22:12:54.132,13497,2706
1,mag,2025-09-14 22:16:48.132,13731,2753
1,mag,2025-09-14 22:19:53.132,13916,2790
1,mag,2025-09-14 22:20:43.132,13966,2800
1,mag,2025-09-14 22:23:57.132,14160,2839
1,mag,2025-09-14 22:24:42.132,14205,2848
1,mag,2025-09-14 22:28:36.132,14439,2895
1,mag,2025-09-14 22:32:31.132,14674,2942
1,mag,2025-09-14 22:36:31.132,14914,2990
1,mag,2025-09-14 22:39:26.132,15089,3025
1,mag,2025-09-14 22:40:26.132,15149,3037
1,mag,2025-09-14 22:43:20.132,15323,3072
1,mag,2025-09-14 22:44:15.132,15378,3083
1,mag,2025-09-14 22:47:25.132,15568,3121
1,mag,2025-09-14 22:48:10.132,15613,3130
1,mag,2025-09-14 22:52:05.132,15848,3177
1,mag,2025-09-14 22:56:05.132,16088,3225
1,mag,2025-09-14 22:59:09.132,16272,3262
1,mag,2025-09-14 22:59:59.132,16322,3272
1,mag,2025-09-14 23:03:04.132,16507,3309
1,mag,2025-09-14 23:03:48.132,16551,3318
1,mag,2025-09-14 23:07:38.132,16781,3364
1,mag,2025-09-14 23:10:53.132,16976,3403
1,mag,2025-09-14 23:11:38.132,17021,3412
1,mag,2025-09-14 23:14:37.132,17200,3448
1,mag,2025-09-14 23:15:22.132,17245,3457
1,mag,2025-09-14 23:18:37.132,17440,3496
1,mag,2025-09-14 23:19:12.132,17475,3503
1,mag,2025-09-14 23:22:26.132,17669,3542
1,mag,2025-09-14 23:23:06.132,17709,3550
1,mag,2025-09-14 23:26:21.132,17904,3589
1,mag,2025-09-14 23:26:56.132,17939,3596
1,mag,2025-09-14 23:30:11.132,18134,3635
1,mag,2025-09-14 23:30:56.132,18179,3644
1,mag,2025-09-14 23:34:01.132,18364,3681
1,mag,2025-09-14 23:34:41.132,18404,3689
1,mag,2025-09-14 23:38:30.132,18633,3735
1,mag,2025-09-14 23:42:19.132,18862,3781
1,mag,2025-09-14 23:46:09.132,19092,3827
1,mag,2025-09-14 23:49:58.132,19321,3873
1,mag,2025-09-14 23:53:03.132,19506,3910
1,mag,2025-09-14 23:53:48.132,19551,3919
1,mag,2025-09-14 23:57:03.132,19746,3958
1,mag,2025-09-14 23:57:38.132,19781,3965
1,mag,2025-09-15 00:00:43.132,19966,4002
1,mag,2025-09-15 00:01:29.132,20012,4011
1,mag,2025-09-15 00:05:27.132,20250,4058
1,mag,2025-09-15 00:08:34.132,20437,4095
1,mag,2025-09-15 00:09:10.132,20473,4102
1,mag,2025-09-15 00:13:07.132,20710,4149
1,mag,2025-09-15 00:16:12.132,20895,4186
1,mag,2025-09-15 00:16:47.132,20930,4193
1,mag,2025-09-15 00:19:50.132,21113,4229
1,mag,2025-09-15 00:21:01.132,21184,4243
1,mag,2025-09-15 00:25:00.132,21423,4290
1,mag,2025-09-15 00:28:58.132,21661,4337
1,mag,2025-09-15 00:31:59.132,21842,4373
1,mag,2025-09-15 00:32:55.132,21898,4384
1,mag,2025-09-15 00:36:08.132,22091,4422
1,mag,2025-09-15 00:39:56.132,22319,4467
1,mag,2025-09-15 00:40:52.132,22375,4478
1,mag,2025-09-15 00:44:45.132,22608,4524
1,mag,2025-09-15 00:48:42.132,22845,4571
1,mag,2025-09-15 00:52:39.132,23082,4618
1,mag,2025-09-15 00:56:32.132,23315,4664
1,mag,2025-09-15 01:00:30.132,23553,4711
1,mag,2025-09-15 01:03:43.132,23746,4749
1,mag,2025-09-15 01:04:33.132,23796,4759
1,mag,2025-09-15 01:07:44.132,23987,4797
1,mag,2025-09-15 01:08:20.132,24023,4804
1,mag,2025-09-15 01:12:17.132,24260,4851
1,mag,2025-09-15 01:18:38.132,24641,4926
1,mag,2025-09-15 01:19:08.132,24671,4932
1,phase,2025-09-14 19:11:27.132,2610,524
1,phase,2025-09-14 19:23:15.132,3318,666
1,phase,2025-09-14 19:38:54.132,4257,854
1,phase,2025-09-14 19:42:18.132,4461,895
1,phase,2025-09-14 19:45:48.132,4671,937
1,phase,2025-09-14 19:49:37.132,4900,983
1,phase,2025-09-14 19:50:12.132,4935,990
1,phase,2025-09-14 19:53:37.132,5140,1031
1,phase,2025-09-14 19:57:16.132,5359,1075
1,phase,2025-09-14 19:57:56.132,5399,1083
1,phase,2025-09-14 20:01:35.132,5618,1127
1,phase,2025-09-14 20:08:29.132,6032,1210
1,phase,2025-09-14 20:09:14.132,6077,1219
1,phase,2025-09-14 20:12:49.132,6292,1262
1,phase,2025-09-14 20:23:38.132,6941,1392
1,phase,2025-09-14 20:27:13.132,7156,1435
1,phase,2025-09-14 20:27:43.132,7186,1441
1,phase,2025-09-14 20:38:52.132,7855,1575
1,phase,2025-09-14 20:45:46.132,8269,1658
1,phase,2025-09-14 20:46:21.132,8304,1665
1,phase,2025-09-14 20:53:25.132,8728,1750
1,phase,2025-09-14 20:57:40.132,8983,1801
1,phase,2025-09-14 21:04:24.132,9387,1882
1,phase,2025-09-14 21:08:28.132,9631,1931
1,phase,2025-09-14 21:12:28.132,9871,1979
1,phase,2025-09-14 21:15:28.132,10051,2015
1,phase,2025-09-14 21:16:38.132,10121,2029
1,phase,2025-09-14 21:19:37.132,10300,2065
1,phase,2025-09-14 21:20:37.132,10360,2077
1,phase,2025-09-14 21:23:57.132,10560,2117
1,phase,2025-09-14 21:28:21.132,10824,2170
1,phase,2025-09-14 21:32:10.132,11053,2216
1,phase,2025-09-14 21:36:59.132,11342,2274
1,phase,2025-09-14 21:40:24.132,11547,2315
1,phase,2025-09-14 21:44:38.132,11801,2366
1,phase,2025-09-14 21:52:27.132,12270,2460
1,phase,2025-09-14 21:57:01.132,12544,2515
1,phase,2025-09-14 22:00:31.132,12754,2557
1,phase,2025-09-14 22:04:40.132,13003,2607
1,phase,2025-09-14 22:08:55.132,13258,2658
1,phase,2025-09-14 22:16:48.132,13731,2753
1,phase,2025-09-14 22:20:03.132,13926,2792
1,phase,2025-09-14 22:24:42.132,14205,2848
1,phase,2025-09-14 22:32:31.132,14674,2942
1,phase,2025-09-14 22:35:51.132,14874,2982
1,phase,2025-09-14 22:39:41.132,15104,3028
1,phase,2025-09-14 22:43:20.132,15323,3072
1,phase,2025-09-14 22:48:10.132,15613,3130
1,phase,2025-09-14 22:56:00.132,16083,3224
1,phase,2025-09-14 23:03:19.132,16522,3312
1,phase,2025-09-14 23:07:13.132,16756,3359
1,phase,2025-09-14 23:07:48.132,16791,3366
1,phase,2025-09-14 23:10:58.132,16981,3404
1,phase,2025-09-14 23:11:28.132,17011,3410
1,phase,2025-09-14 23:14:47.132,17210,3450
1,phase,2025-09-14 23:15:22.132,17245,3457
1,phase,2025-09-14 23:18:42.132,17445,3497
