freq_col,type,t_abs,t_rel_s,idx
1,mag,2025-09-09 23:08:21.000,1082,218
1,mag,2025-09-09 23:12:10.000,1311,264
1,mag,2025-09-09 23:15:24.000,1505,303
1,mag,2025-09-09 23:19:24.000,1745,351
1,mag,2025-09-09 23:20:08.000,1789,360
1,mag,2025-09-09 23:23:23.000,1984,399
1,mag,2025-09-09 23:24:08.000,2029,408
1,mag,2025-09-09 23:27:21.000,2222,446
1,mag,2025-09-09 23:28:07.000,2268,455
1,mag,2025-09-09 23:31:20.000,2461,493
1,mag,2025-09-09 23:32:05.000,2506,502
1,mag,2025-09-09 23:35:17.000,2698,540
1,mag,2025-09-09 23:36:07.000,2748,550
1,mag,2025-09-09 23:39:14.000,2935,587
1,mag,2025-09-09 23:39:59.000,2980,596
1,mag,2025-09-09 23:43:29.000,3190,638
1,mag,2025-09-09 23:53:47.000,3808,762
1,mag,2025-09-09 23:57:26.000,4027,806
1,mag,2025-09-10 00:01:35.000,4276,856
1,mag,2025-09-10 00:05:04.000,4485,898
1,mag,2025-09-10 00:05:44.000,4525,906
1,mag,2025-09-10 00:09:48.000,4769,955
1,mag,2025-09-10 00:13:53.000,5014,1004
1,mag,2025-09-10 00:17:22.000,5223,1046
1,mag,2025-09-10 00:17:57.000,5258,1053
1,mag,2025-09-10 00:22:00.000,5501,1102
1,mag,2025-09-10 00:26:05.000,5746,1150
1,mag,2025-09-10 00:30:17.000,5998,1199
1,mag,2025-09-10 00:34:13.000,6234,1245
1,mag,2025-09-10 00:37:48.000,6449,1287
1,mag,2025-09-10 00:42:17.000,6718,1340
1,mag,2025-09-10 00:46:17.000,6958,1388
1,mag,2025-09-10 00:50:20.000,7201,1437
1,mag,2025-09-10 00:54:25.000,7446,1486
1,mag,2025-09-10 00:58:04.000,7665,1530
1,mag,2025-09-10 00:58:34.000,7695,1536
1,mag,2025-09-10 01:02:34.000,7935,1584
1,mag,2025-09-10 01:06:33.000,8174,1632
1,mag,2025-09-10 01:10:36.000,8417,1681
1,mag,2025-09-10 01:14:46.000,8667,1731
1,mag,2025-09-10 01:18:15.000,8876,1773
1,mag,2025-09-10 01:22:19.000,9120,1822
1,mag,2025-09-10 01:22:49.000,9150,1828
1,mag,2025-09-10 01:26:19.000,9360,1870
1,mag,2025-09-10 01:26:49.000,9390,1876
1,mag,2025-09-10 01:30:53.000,9634,1925
1,mag,2025-09-10 01:34:28.000,9849,1968
1,mag,2025-09-10 01:38:57.000,10118,2022
1,mag,2025-09-10 01:42:56.000,10357,2070
1,mag,2025-09-10 01:47:10.000,10611,2121
1,mag,2025-09-10 01:51:05.000,10846,2168
1,mag,2025-09-10 01:54:36.000,11057,2210
1,mag,2025-09-10 01:55:11.000,11092,2217
1,mag,2025-09-10 01:58:50.000,11311,2261
1,mag,2025-09-10 01:59:20.000,11341,2267
1,mag,2025-09-10 02:03:15.000,11576,2314
1,mag,2025-09-10 02:07:23.000,11824,2363
1,mag,2025-09-10 02:11:27.000,12068,2411
1,mag,2025-09-10 02:15:25.000,12306,2458
1,mag,2025-09-10 02:19:31.000,12552,2507
1,mag,2025-09-10 02:23:19.000,12780,2552
1,mag,2025-09-10 02:23:50.000,12811,2558
1,mag,2025-09-10 02:27:48.000,13049,2605
1,mag,2025-09-10 02:31:31.000,13272,2649
1,mag,2025-09-10 02:35:33.000,13514,2697
1,mag,2025-09-10 02:36:04.000,13545,2703
1,mag,2025-09-10 02:39:42.000,13763,2746
