frequency	e'	e''
5e+008	88.785	-0.958436
1e+009	87.7084	6.33855
1.5e+009	86.7277	11.7093
2e+009	85.0294	16.4245
2.5e+009	82.9012	20.5809
3e+009	80.5562	24.3757
3.5e+009	77.8377	27.7577
4e+009	74.9351	30.6974
4.5e+009	71.9236	33.2667
5e+009	68.8596	35.4343
5.5e+009	65.7476	37.1782
6e+009	62.6137	38.5288
6.5e+009	59.5934	39.61
7e+009	56.673	40.4338
7.5e+009	53.8957	40.9636
8e+009	51.2493	41.3237
8.5e+009	48.6932	41.4803
9e+009	46.3018	41.4491
9.5e+009	44.0303	41.3547
1e+010	41.8528	41.0894
1.05e+010	39.8954	40.748
1.1e+010	38.0162	40.369
1.15e+010	36.222	39.8693
1.2e+010	34.6524	39.3597
1.25e+010	33.1173	38.8322
1.3e+010	31.6472	38.2198
1.35e+010	30.3763	37.663
1.4e+010	29.1343	37.0888
1.45e+010	27.9389	36.4192
1.5e+010	26.9002	35.8516
1.55e+010	25.9124	35.2966
1.6e+010	24.9415	34.6006
1.65e+010	24.0962	34.0534
1.7e+010	23.2455	33.5647
1.75e+010	22.509	32.8868
1.8e+010	21.8423	32.3744
1.85e+010	21.0952	31.9129
1.9e+010	20.5332	31.292
1.95e+010	20.0021	30.7704
2e+010	19.3259	30.3272
2.05e+010	18.8588	29.8023
2.1e+010	18.475	29.3914
2.15e+010	17.8763	28.9103
2.2e+010	17.4858	28.4025
2.25e+010	17.1895	28.1183
2.3e+010	16.6995	27.6239
2.35e+010	16.3734	27.0853
2.4e+010	16.0981	26.945
2.45e+010	15.6855	26.4766
2.5e+010	15.5449	25.9478
2.55e+010	15.2506	25.8048
2.6e+010	14.8788	25.3406
2.65e+010	14.7701	24.8315
