frequency	e'	e''
5e+008	88.2818	-0.981017
1e+009	87.1853	6.30377
1.5e+009	86.2055	11.6676
2e+009	84.5336	16.3656
2.5e+009	82.3237	20.5122
3e+009	79.98	24.2377
3.5e+009	77.2868	27.5837
4e+009	74.3962	30.4727
4.5e+009	71.4326	32.9966
5e+009	68.4234	35.1661
5.5e+009	65.3344	36.918
6e+009	62.2133	38.2697
6.5e+009	59.2117	39.3547
7e+009	56.3003	40.1762
7.5e+009	53.5303	40.7024
8e+009	50.8939	41.0608
8.5e+009	48.3488	41.2075
9e+009	45.9684	41.1723
9.5e+009	43.7066	41.0779
1e+010	41.5415	40.8045
1.05e+010	39.5985	40.4619
1.1e+010	37.7324	40.0817
1.15e+010	35.9457	39.5777
1.2e+010	34.3912	39.0657
1.25e+010	32.8664	38.5354
1.3e+010	31.4056	37.9192
1.35e+010	30.1474	37.3685
1.4e+010	28.9145	36.7938
1.45e+010	27.7295	36.1213
1.5e+010	26.7039	35.5582
1.55e+010	25.7245	35.0092
1.6e+010	24.7654	34.3076
1.65e+010	23.9315	33.764
1.7e+010	23.0869	33.2822
1.75e+010	22.3584	32.6018
1.8e+010	21.702	32.0958
1.85e+010	20.9588	31.6393
1.9e+010	20.4085	31.0143
1.95e+010	19.8875	30.4959
2e+010	19.2057	30.0593
2.05e+010	18.7489	29.5323
2.1e+010	18.3762	29.1298
2.15e+010	17.7742	28.6521
2.2e+010	17.3929	28.1433
2.25e+010	17.1077	27.8714
2.3e+010	16.6131	27.3743
2.35e+010	16.2973	26.8334
2.4e+010	16.0245	26.7113
2.45e+010	15.6132	26.2371
2.5e+010	15.4831	25.7096
2.55e+010	15.1911	25.5843
2.6e+010	14.8191	25.1115
2.65e+010	14.7189	24.6024
