frequency	e'	e''
5e+008	84.1818	-1.94981
1e+009	84.0219	3.6763
1.5e+009	83.4716	7.61936
2e+009	82.6322	11.0505
2.5e+009	81.5371	14.215
3e+009	80.2661	17.1603
3.5e+009	78.7968	19.9143
4e+009	77.1559	22.4443
4.5e+009	75.402	24.7918
5e+009	73.5587	26.9647
5.5e+009	71.5863	28.9117
6e+009	69.5408	30.6534
6.5e+009	67.4921	32.2207
7e+009	65.4099	33.5847
7.5e+009	63.3341	34.7706
8e+009	61.2676	35.8119
8.5e+009	59.2063	36.6727
9e+009	57.189	37.3847
9.5e+009	55.202	38.0094
1e+010	53.242	38.4496
1.05e+010	51.4039	38.8124
1.1e+010	49.5761	39.0715
1.15e+010	47.7901	39.1992
1.2e+010	46.1599	39.2773
1.25e+010	44.5116	39.2866
1.3e+010	42.9255	39.1823
1.35e+010	41.4908	39.1018
1.4e+010	40.0617	38.9501
1.45e+010	38.6709	38.6781
1.5e+010	37.4076	38.47
1.55e+010	36.2	38.2247
1.6e+010	34.9803	37.8172
1.65e+010	33.8885	37.5229
1.7e+010	32.8064	37.2621
1.75e+010	31.8155	36.7856
1.8e+010	30.8924	36.4365
1.85e+010	29.9103	36.1295
1.9e+010	29.1042	35.6312
1.95e+010	28.3057	35.2102
2e+010	27.3974	34.8844
2.05e+010	26.6939	34.436
2.1e+010	26.0816	34.0644
2.15e+010	25.2598	33.6546
2.2e+010	24.6344	33.1977
2.25e+010	24.1406	32.9059
2.3e+010	23.4334	32.4481
2.35e+010	22.8831	31.9042
2.4e+010	22.4244	31.7795
2.45e+010	21.8202	31.3077
2.5e+010	21.4756	30.7705
2.55e+010	20.9981	30.6331
2.6e+010	20.4365	30.1612
2.65e+010	20.1242	29.6205
