frequency	e'	e''
5e+008	76.0496	-0.809549
1e+009	75.2126	5.53392
1.5e+009	74.5304	10.212
2e+009	73.398	14.492
2.5e+009	71.8642	18.8639
3e+009	68.8491	23.2079
3.5e+009	65.8026	25.4452
4e+009	63.3235	27.9462
4.5e+009	60.589	30.2572
5e+009	57.7002	32.2476
5.5e+009	54.7081	33.7564
6e+009	51.7691	34.826
6.5e+009	49.0118	35.673
7e+009	46.3543	36.3452
7.5e+009	43.8137	36.776
8e+009	41.3808	37.0749
8.5e+009	38.9783	37.1871
9e+009	36.709	37.1021
9.5e+009	34.5548	36.9152
1e+010	32.5079	36.5605
1.05e+010	30.6425	36.1397
1.1e+010	28.864	35.6438
1.15e+010	27.1952	35.0109
1.2e+010	25.7636	34.3712
1.25e+010	24.3985	33.7478
1.3e+010	23.1022	33.0529
1.35e+010	21.9713	32.4065
1.4e+010	20.8896	31.763
1.45e+010	19.8581	31.0633
1.5e+010	18.929	30.4394
1.55e+010	18.0533	29.8055
1.6e+010	17.2292	29.0854
1.65e+010	16.4855	28.4609
1.7e+010	15.7612	27.8487
1.75e+010	15.1589	27.1293
1.8e+010	14.6192	26.531
1.85e+010	14.0587	25.9601
1.9e+010	13.6322	25.3214
1.95e+010	13.2456	24.7496
2e+010	12.8133	24.2152
2.05e+010	12.5307	23.7008
2.1e+010	12.2577	23.2966
2.15e+010	11.8772	22.8081
2.2e+010	11.6431	22.3441
2.25e+010	11.444	22.0416
2.3e+010	11.1359	21.6187
2.35e+010	10.9127	21.1848
2.4e+010	10.6901	20.9662
2.45e+010	10.4393	20.5509
2.5e+010	10.3234	20.1475
2.55e+010	10.0761	19.9248
2.6e+010	9.84888	19.4871
2.65e+010	9.78039	19.0668
