frequency	e'	e''
5e+008	9.3856	-0.299203
1e+009	8.90642	0.227047
1.5e+009	9.02742	0.592392
2e+009	8.95927	0.901709
2.5e+009	8.76449	1.14343
3e+009	8.64073	1.41305
3.5e+009	8.47817	1.65799
4e+009	8.20992	1.86755
4.5e+009	7.98966	2.01181
5e+009	7.79606	2.14576
5.5e+009	7.57774	2.22878
6e+009	7.38519	2.29364
6.5e+009	7.2037	2.34616
7e+009	7.00889	2.39472
7.5e+009	6.86287	2.4271
8e+009	6.72477	2.45811
8.5e+009	6.5521	2.48286
9e+009	6.41643	2.49219
9.5e+009	6.27567	2.5005
1e+010	6.12047	2.48736
1.05e+010	6.00357	2.47836
1.1e+010	5.86602	2.45859
1.15e+010	5.72343	2.42918
1.2e+010	5.64301	2.40561
1.25e+010	5.54392	2.38836
1.3e+010	5.42425	2.34866
1.35e+010	5.34369	2.3269
1.4e+010	5.24444	2.30061
1.45e+010	5.14576	2.25842
1.5e+010	5.06115	2.23612
1.55e+010	4.97822	2.20989
1.6e+010	4.89835	2.16157
1.65e+010	4.83431	2.12995
1.7e+010	4.74917	2.10385
1.75e+010	4.69552	2.05731
1.8e+010	4.64435	2.02303
1.85e+010	4.5711	2.00093
1.9e+010	4.52659	1.95015
1.95e+010	4.49342	1.92049
2e+010	4.4263	1.88973
2.05e+010	4.38815	1.85874
2.1e+010	4.36527	1.83181
2.15e+010	4.31928	1.79809
2.2e+010	4.28124	1.77189
2.25e+010	4.27286	1.75559
2.3e+010	4.23129	1.7221
2.35e+010	4.20027	1.68988
2.4e+010	4.18584	1.69645
2.45e+010	4.14727	1.67285
2.5e+010	4.1436	1.62611
2.55e+010	4.12653	1.62237
2.6e+010	4.09348	1.59343
2.65e+010	4.08456	1.54915
