frequency	e'	e''
5e+008	89.2613	-1.00053
1e+009	88.1956	6.29756
1.5e+009	87.2306	11.6734
2e+009	85.5527	16.3365
2.5e+009	83.4809	20.5499
3e+009	81.1026	24.3897
3.5e+009	78.387	27.7458
4e+009	75.4751	30.7018
4.5e+009	72.471	33.2203
5e+009	69.4596	35.3725
5.5e+009	66.3945	37.1495
6e+009	63.2851	38.5399
6.5e+009	60.2729	39.6518
7e+009	57.3568	40.5065
7.5e+009	54.5713	41.0727
8e+009	51.9206	41.4475
8.5e+009	49.3667	41.628
9e+009	46.9586	41.6227
9.5e+009	44.6862	41.5396
1e+010	42.5051	41.2943
1.05e+010	40.521	40.9676
1.1e+010	38.6425	40.6008
1.15e+010	36.8392	40.1246
1.2e+010	35.2359	39.6159
1.25e+010	33.6988	39.0976
1.3e+010	32.2272	38.5098
1.35e+010	30.9239	37.9433
1.4e+010	29.6731	37.3739
1.45e+010	28.4726	36.7309
1.5e+010	27.4092	36.1505
1.55e+010	26.4077	35.5894
1.6e+010	25.4321	34.93
1.65e+010	24.5702	34.37
1.7e+010	23.7205	33.8573
1.75e+010	22.9593	33.2134
1.8e+010	22.275	32.6993
1.85e+010	21.5424	32.2143
1.9e+010	20.9501	31.6209
1.95e+010	20.3968	31.1056
2e+010	19.7506	30.6478
2.05e+010	19.2637	30.1285
2.1e+010	18.8413	29.7076
2.15e+010	18.2799	29.231
2.2e+010	17.8726	28.7387
2.25e+010	17.5398	28.4124
2.3e+010	17.0782	27.9464
2.35e+010	16.7429	27.447
2.4e+010	16.4417	27.2295
2.45e+010	16.0629	26.7737
2.5e+010	15.8696	26.2915
2.55e+010	15.5666	26.0878
2.6e+010	15.2284	25.6508
2.65e+010	15.0699	25.1897
