frequency	e'	e''
5e+008	88.0971	-0.988387
1e+009	87.0356	6.30812
1.5e+009	86.0416	11.6566
2e+009	84.389	16.3676
2.5e+009	82.1373	20.5364
3e+009	79.7842	24.2281
3.5e+009	77.1026	27.5707
4e+009	74.1966	30.4544
4.5e+009	71.2393	32.9503
5e+009	68.2451	35.1117
5.5e+009	65.162	36.8612
6e+009	62.0564	38.2072
6.5e+009	59.064	39.2942
7e+009	56.1595	40.1189
7.5e+009	53.3963	40.6478
8e+009	50.763	41.0098
8.5e+009	48.2194	41.1596
9e+009	45.8424	41.1284
9.5e+009	43.5831	41.0355
1e+010	41.4133	40.7624
1.05e+010	39.4748	40.4233
1.1e+010	37.6059	40.0424
1.15e+010	35.8182	39.5391
1.2e+010	34.2683	39.0299
1.25e+010	32.7395	38.5042
1.3e+010	31.2779	37.8862
1.35e+010	30.0229	37.3366
1.4e+010	28.7878	36.7633
1.45e+010	27.5994	36.0856
1.5e+010	26.5758	35.5263
1.55e+010	25.5943	34.9767
1.6e+010	24.6355	34.2708
1.65e+010	23.8061	33.7297
1.7e+010	22.9565	33.2473
1.75e+010	22.2303	32.5634
1.8e+010	21.5776	32.0582
1.85e+010	20.8292	31.6046
1.9e+010	20.2803	30.9722
1.95e+010	19.7618	30.4587
2e+010	19.077	30.0217
2.05e+010	18.6187	29.4868
2.1e+010	18.2521	29.0883
2.15e+010	17.6458	28.6069
2.2e+010	17.2672	28.0953
2.25e+010	16.9852	27.8299
2.3e+010	16.4838	27.3309
2.35e+010	16.1769	26.7804
2.4e+010	15.902	26.6674
2.45e+010	15.4853	26.1896
2.5e+010	15.3635	25.6551
2.55e+010	15.0686	25.5396
2.6e+010	14.6921	25.0606
2.65e+010	14.6006	24.5505
