frequency	e'	e''
5e+008	42.0577	-1.3788
1e+009	41.4444	1.82573
1.5e+009	41.2775	4.00657
2e+009	40.6432	5.85682
2.5e+009	39.7804	7.49144
3e+009	38.9014	8.96785
3.5e+009	37.8783	10.2789
4e+009	36.7625	11.4407
4.5e+009	35.6143	12.461
5e+009	34.4641	13.341
5.5e+009	33.2765	14.0496
6e+009	32.0673	14.6054
6.5e+009	30.9018	15.0553
7e+009	29.7763	15.3993
7.5e+009	28.7308	15.645
8e+009	27.7395	15.8322
8.5e+009	26.7581	15.9354
9e+009	25.8541	15.9841
9.5e+009	24.9894	16.011
1e+010	24.1363	15.9631
1.05e+010	23.3852	15.902
1.1e+010	22.6436	15.8148
1.15e+010	21.9165	15.6789
1.2e+010	21.3146	15.552
1.25e+010	20.6976	15.419
1.3e+010	20.0806	15.2261
1.35e+010	19.5743	15.0753
1.4e+010	19.0595	14.9099
1.45e+010	18.5481	14.69
1.5e+010	18.1182	14.5301
1.55e+010	17.699	14.3656
1.6e+010	17.2764	14.1337
1.65e+010	16.9241	13.9713
1.7e+010	16.5481	13.8267
1.75e+010	16.2228	13.5889
1.8e+010	15.9437	13.4311
1.85e+010	15.6114	13.2996
1.9e+010	15.3542	13.0706
1.95e+010	15.124	12.9113
2e+010	14.8183	12.7746
2.05e+010	14.602	12.5904
2.1e+010	14.4375	12.4653
2.15e+010	14.1672	12.3051
2.2e+010	13.9784	12.1265
2.25e+010	13.8641	12.0405
2.3e+010	13.6284	11.8729
2.35e+010	13.4616	11.6716
2.4e+010	13.363	11.6585
2.45e+010	13.1623	11.4888
2.5e+010	13.0848	11.2778
2.55e+010	12.9695	11.2631
2.6e+010	12.7853	11.0901
2.65e+010	12.7168	10.887
