frequency	e'	e''
5e+008	85.8793	-0.914312
1e+009	84.7993	6.17189
1.5e+009	83.8619	11.3865
2e+009	82.2732	15.9973
2.5e+009	80.0105	20.2463
3e+009	77.5996	23.7236
3.5e+009	75.0038	26.9505
4e+009	72.1309	29.7917
4.5e+009	69.1826	32.1725
5e+009	66.2572	34.2215
5.5e+009	63.2632	35.8914
6e+009	60.2327	37.181
6.5e+009	57.324	38.2096
7e+009	54.5087	38.9912
7.5e+009	51.8251	39.4954
8e+009	49.2695	39.8329
8.5e+009	46.8021	39.968
9e+009	44.4929	39.9285
9.5e+009	42.3008	39.825
1e+010	40.2028	39.5533
1.05e+010	38.3183	39.2118
1.1e+010	36.5183	38.8349
1.15e+010	34.7949	38.3471
1.2e+010	33.288	37.8495
1.25e+010	31.8167	37.3341
1.3e+010	30.4054	36.745
1.35e+010	29.1807	36.2097
1.4e+010	27.9907	35.6508
1.45e+010	26.8404	35.0073
1.5e+010	25.8383	34.4586
1.55e+010	24.8955	33.9201
1.6e+010	23.968	33.2522
1.65e+010	23.1532	32.7231
1.7e+010	22.3414	32.2463
1.75e+010	21.6386	31.6015
1.8e+010	20.9918	31.1068
1.85e+010	20.2821	30.6571
1.9e+010	19.7474	30.0661
1.95e+010	19.23	29.5681
2e+010	18.5861	29.1366
2.05e+010	18.1354	28.6387
2.1e+010	17.7606	28.2435
2.15e+010	17.1946	27.7778
2.2e+010	16.8146	27.3068
2.25e+010	16.5253	27.0229
2.3e+010	16.0629	26.5506
2.35e+010	15.7463	26.0442
2.4e+010	15.4691	25.8995
2.45e+010	15.0935	25.4455
2.5e+010	14.9433	24.9557
2.55e+010	14.652	24.8049
2.6e+010	14.3163	24.36
2.65e+010	14.1949	23.8894
