frequency	e'	e''
5e+008	88.8908	-0.972508
1e+009	87.8	6.3572
1.5e+009	86.8083	11.7331
2e+009	85.1142	16.4697
2.5e+009	82.951	20.6173
3e+009	80.5995	24.4067
3.5e+009	77.8803	27.7867
4e+009	74.9745	30.7174
4.5e+009	71.9823	33.2814
5e+009	68.926	35.4676
5.5e+009	65.8056	37.2249
6e+009	62.6622	38.5782
6.5e+009	59.6357	39.6658
7e+009	56.7043	40.4885
7.5e+009	53.9171	41.0174
8e+009	51.2647	41.3781
8.5e+009	48.6996	41.5246
9e+009	46.3092	41.4888
9.5e+009	44.0315	41.3952
1e+010	41.8521	41.1233
1.05e+010	39.8937	40.7778
1.1e+010	38.0118	40.3947
1.15e+010	36.2144	39.8912
1.2e+010	34.6514	39.3778
1.25e+010	33.1141	38.8468
1.3e+010	31.641	38.2286
1.35e+010	30.3765	37.6754
1.4e+010	29.1339	37.0998
1.45e+010	27.9378	36.4219
1.5e+010	26.9044	35.8574
1.55e+010	25.9165	35.3064
1.6e+010	24.9458	34.598
1.65e+010	24.106	34.052
1.7e+010	23.2516	33.5711
1.75e+010	22.5175	32.8843
1.8e+010	21.8568	32.3732
1.85e+010	21.1023	31.916
1.9e+010	20.5477	31.2844
1.95e+010	20.0209	30.7634
2e+010	19.3317	30.3253
2.05e+010	18.8696	29.7898
2.1e+010	18.4996	29.3867
2.15e+010	17.8852	28.9041
2.2e+010	17.4982	28.3866
2.25e+010	17.2162	28.118
2.3e+010	16.7102	27.616
2.35e+010	16.3925	27.0606
2.4e+010	16.1205	26.9462
2.45e+010	15.6974	26.4679
2.5e+010	15.5722	25.925
2.55e+010	15.278	25.8072
2.6e+010	14.895	25.3302
2.65e+010	14.7993	24.8109
