frequency	e'	e''
5e+008	88.7168	-1.01221
1e+009	87.6235	6.267
1.5e+009	86.6798	11.5988
2e+009	85.0013	16.2419
2.5e+009	82.9442	20.4208
3e+009	80.603	24.2361
3.5e+009	77.895	27.5749
4e+009	75.0075	30.5272
4.5e+009	72.0016	33.0445
5e+009	68.9949	35.173
5.5e+009	65.9525	36.9229
6e+009	62.8647	38.3018
6.5e+009	59.8729	39.4083
7e+009	56.9791	40.2611
7.5e+009	54.2106	40.8229
8e+009	51.5751	41.2027
8.5e+009	49.0285	41.383
9e+009	46.6353	41.3757
9.5e+009	44.3753	41.2898
1e+010	42.2079	41.0483
1.05e+010	40.2342	40.7244
1.1e+010	38.3648	40.3548
1.15e+010	36.5712	39.8824
1.2e+010	34.9786	39.3806
1.25e+010	33.45	38.8601
1.3e+010	31.9838	38.2793
1.35e+010	30.6879	37.7179
1.4e+010	29.4473	37.1497
1.45e+010	28.252	36.5109
1.5e+010	27.194	35.9357
1.55e+010	26.2017	35.3766
1.6e+010	25.2323	34.7199
1.65e+010	24.3703	34.1644
1.7e+010	23.5269	33.657
1.75e+010	22.7747	33.0156
1.8e+010	22.088	32.5014
1.85e+010	21.3619	32.0206
1.9e+010	20.7762	31.4332
1.95e+010	20.2219	30.9159
2e+010	19.5806	30.462
2.05e+010	19.0944	29.9524
2.1e+010	18.6765	29.5271
2.15e+010	18.1163	29.0537
2.2e+010	17.7083	28.5709
2.25e+010	17.3818	28.2449
2.3e+010	16.9248	27.7751
2.35e+010	16.5821	27.2783
2.4e+010	16.2862	27.0677
2.45e+010	15.9104	26.6206
2.5e+010	15.719	26.1358
2.55e+010	15.4205	25.9295
2.6e+010	15.0846	25.5012
2.65e+010	14.9244	25.0316
