frequency	e'	e''
5e+008	88.5423	-1.17272
1e+009	87.6684	5.84156
1.5e+009	86.4498	10.9921
2e+009	84.9813	15.4855
2.5e+009	83.1267	19.5642
3e+009	80.9135	23.225
3.5e+009	78.4126	26.5129
4e+009	75.7315	29.4121
4.5e+009	72.9544	31.9652
5e+009	70.1114	34.1708
5.5e+009	67.1775	35.9986
6e+009	64.217	37.4859
6.5e+009	61.3348	38.6884
7e+009	58.5276	39.6113
7.5e+009	55.8189	40.3003
8e+009	53.2256	40.7908
8.5e+009	50.7327	41.0787
9e+009	48.3552	41.2008
9.5e+009	46.0904	41.2059
1e+010	43.9286	41.0581
1.05e+010	41.9331	40.8427
1.1e+010	40.0361	40.5412
1.15e+010	38.235	40.1435
1.2e+010	36.5951	39.7194
1.25e+010	35.0303	39.2517
1.3e+010	33.5499	38.7279
1.35e+010	32.2043	38.2104
1.4e+010	30.9152	37.6764
1.45e+010	29.6971	37.076
1.5e+010	28.5932	36.5322
1.55e+010	27.5554	35.9792
1.6e+010	26.5637	35.3623
1.65e+010	25.6538	34.818
1.7e+010	24.776	34.2983
1.75e+010	23.9872	33.6827
1.8e+010	23.2558	33.1683
1.85e+010	22.5111	32.6667
1.9e+010	21.8844	32.098
1.95e+010	21.2804	31.5883
2e+010	20.6361	31.1118
2.05e+010	20.1158	30.6008
2.1e+010	19.6263	30.1659
2.15e+010	19.0792	29.6803
2.2e+010	18.6418	29.2117
2.25e+010	18.2454	28.8249
2.3e+010	17.7955	28.3599
2.35e+010	17.4304	27.8905
2.4e+010	17.0774	27.6108
2.45e+010	16.7043	27.1542
2.5e+010	16.4639	26.7142
2.55e+010	16.1096	26.4509
2.6e+010	15.7886	26.0209
2.65e+010	15.5704	25.5938
