frequency	e'	e''
5e+008	25.6543	-0.141037
1e+009	25.0594	1.65502
1.5e+009	24.8402	3.02135
2e+009	24.4668	4.23862
2.5e+009	23.8929	5.36068
3e+009	23.3198	6.50378
3.5e+009	22.5027	7.65046
4e+009	21.3078	8.44361
4.5e+009	20.3668	8.96202
5e+009	19.431	9.41453
5.5e+009	18.5496	9.69818
6e+009	17.7557	9.95105
6.5e+009	16.986	10.1837
7e+009	16.2098	10.3738
7.5e+009	15.4944	10.4986
8e+009	14.8099	10.6007
8.5e+009	14.0822	10.6553
9e+009	13.3998	10.6288
9.5e+009	12.76	10.5535
1e+010	12.1579	10.4255
1.05e+010	11.6294	10.3005
1.1e+010	11.1058	10.1472
1.15e+010	10.6117	9.95672
1.2e+010	10.2232	9.78123
1.25e+010	9.83531	9.61976
1.3e+010	9.43636	9.42526
1.35e+010	9.09763	9.25567
1.4e+010	8.75759	9.07206
1.45e+010	8.44124	8.8541
1.5e+010	8.16037	8.67925
1.55e+010	7.89851	8.49235
1.6e+010	7.65941	8.27489
1.65e+010	7.44729	8.1031
1.7e+010	7.22312	7.93637
1.75e+010	7.05192	7.7335
1.8e+010	6.89355	7.56785
1.85e+010	6.71637	7.41836
1.9e+010	6.59144	7.23794
1.95e+010	6.47798	7.09394
2e+010	6.32225	6.95064
2.05e+010	6.22586	6.80509
2.1e+010	6.14756	6.69861
2.15e+010	6.02547	6.56603
2.2e+010	5.93311	6.44185
2.25e+010	5.87554	6.3614
2.3e+010	5.77158	6.23521
2.35e+010	5.69612	6.11545
2.4e+010	5.62418	6.08026
2.45e+010	5.52721	5.96378
2.5e+010	5.49382	5.83283
2.55e+010	5.42112	5.78132
2.6e+010	5.33961	5.65738
2.65e+010	5.31399	5.53254
