frequency	e'	e''
5e+008	88.147	-0.964412
1e+009	87.056	6.32864
1.5e+009	86.0769	11.6781
2e+009	84.4114	16.3903
2.5e+009	82.145	20.59
3e+009	79.7837	24.2654
3.5e+009	77.1029	27.599
4e+009	74.1811	30.4882
4.5e+009	71.2185	32.9738
5e+009	68.2271	35.1229
5.5e+009	65.1493	36.8669
6e+009	62.0375	38.2148
6.5e+009	59.0494	39.2975
7e+009	56.1511	40.1163
7.5e+009	53.3879	40.6486
8e+009	50.7559	41.0072
8.5e+009	48.213	41.1586
9e+009	45.8393	41.1263
9.5e+009	43.5794	41.0347
1e+010	41.4171	40.762
1.05e+010	39.474	40.4259
1.1e+010	37.6074	40.0458
1.15e+010	35.8224	39.5468
1.2e+010	34.2702	39.0379
1.25e+010	32.742	38.5101
1.3e+010	31.2813	37.8955
1.35e+010	30.0226	37.3472
1.4e+010	28.7887	36.774
1.45e+010	27.6005	36.0999
1.5e+010	26.5719	35.5398
1.55e+010	25.5914	34.9887
1.6e+010	24.6308	34.2857
1.65e+010	23.7988	33.7445
1.7e+010	22.9522	33.261
1.75e+010	22.2258	32.5802
1.8e+010	21.5674	32.0734
1.85e+010	20.823	31.6182
1.9e+010	20.2734	30.9893
1.95e+010	19.7497	30.4763
2e+010	19.0686	30.036
2.05e+010	18.6071	29.5058
2.1e+010	18.2371	29.1023
2.15e+010	17.6343	28.619
2.2e+010	17.2537	28.1146
2.25e+010	16.9684	27.8408
2.3e+010	16.4716	27.3449
2.35e+010	16.161	26.7993
2.4e+010	15.8855	26.6771
2.45e+010	15.4769	26.1998
2.5e+010	15.3464	25.6758
2.55e+010	15.0507	25.5458
2.6e+010	14.6827	25.069
2.65e+010	14.5889	24.567
