frequency	e'	e''
5e+008	89.2677	-1.01352
1e+009	88.1885	6.32331
1.5e+009	87.2217	11.6903
2e+009	85.5463	16.3533
2.5e+009	83.4761	20.577
3e+009	81.0723	24.4083
3.5e+009	78.3622	27.7653
4e+009	75.4444	30.7066
4.5e+009	72.4527	33.226
5e+009	69.4394	35.3886
5.5e+009	66.3692	37.1701
6e+009	63.2515	38.566
6.5e+009	60.2296	39.667
7e+009	57.3166	40.5195
7.5e+009	54.5294	41.0792
8e+009	51.8809	41.4499
8.5e+009	49.3267	41.6296
9e+009	46.9193	41.625
9.5e+009	44.6499	41.5364
1e+010	42.4679	41.2929
1.05e+010	40.4792	40.9654
1.1e+010	38.6045	40.5906
1.15e+010	36.8032	40.1157
1.2e+010	35.1933	39.6097
1.25e+010	33.6618	39.0852
1.3e+010	32.1946	38.5015
1.35e+010	30.8851	37.9316
1.4e+010	29.6387	37.3588
1.45e+010	28.44	36.7235
1.5e+010	27.3702	36.1395
1.55e+010	26.3734	35.572
1.6e+010	25.4013	34.9238
1.65e+010	24.5356	34.3589
1.7e+010	23.6909	33.8375
1.75e+010	22.9308	33.2065
1.8e+010	22.2406	32.6843
1.85e+010	21.516	32.1952
1.9e+010	20.922	31.6098
1.95e+010	20.3621	31.092
2e+010	19.728	30.6331
2.05e+010	19.2347	30.1188
2.1e+010	18.8075	29.6889
2.15e+010	18.2605	29.2128
2.2e+010	17.8479	28.7376
2.25e+010	17.5078	28.3952
2.3e+010	17.061	27.9347
2.35e+010	16.723	27.4489
2.4e+010	16.4115	27.2126
2.45e+010	16.0508	26.7619
2.5e+010	15.8431	26.2971
2.55e+010	15.5387	26.0709
2.6e+010	15.2174	25.6443
2.65e+010	15.0465	25.196
