frequency	e'	e''
5e+008	7.17842	-0.74988
1e+009	6.68415	-0.405822
1.5e+009	6.94343	-0.266184
2e+009	6.97792	-0.172033
2.5e+009	6.88565	-0.121973
3e+009	6.91599	-0.0592322
3.5e+009	6.89559	-0.0109708
4e+009	6.84056	0.019574
4.5e+009	6.82047	0.0567645
5e+009	6.81912	0.0936668
5.5e+009	6.80164	0.117195
6e+009	6.78073	0.142999
6.5e+009	6.74971	0.163146
7e+009	6.70577	0.179752
7.5e+009	6.70652	0.195466
8e+009	6.70971	0.21127
8.5e+009	6.67699	0.227905
9e+009	6.67401	0.238832
9.5e+009	6.66741	0.26009
1e+010	6.63146	0.270577
1.05e+010	6.62376	0.286277
1.1e+010	6.59654	0.296212
1.15e+010	6.54959	0.303563
1.2e+010	6.56194	0.319631
1.25e+010	6.54449	0.342029
1.3e+010	6.49423	0.341716
1.35e+010	6.49014	0.355984
1.4e+010	6.46386	0.368612
1.45e+010	6.4251	0.370037
1.5e+010	6.40911	0.388934
1.55e+010	6.38276	0.40504
1.6e+010	6.35241	0.406808
1.65e+010	6.34252	0.418217
1.7e+010	6.30341	0.437812
1.75e+010	6.28296	0.437213
1.8e+010	6.27704	0.443817
1.85e+010	6.24052	0.468553
1.9e+010	6.22267	0.458105
1.95e+010	6.22223	0.468378
2e+010	6.18379	0.483486
2.05e+010	6.16727	0.489608
2.1e+010	6.17215	0.498171
2.15e+010	6.14207	0.506392
2.2e+010	6.11854	0.509643
2.25e+010	6.13571	0.521765
2.3e+010	6.10673	0.525482
2.35e+010	6.08394	0.518879
2.4e+010	6.10155	0.549243
2.45e+010	6.0728	0.555332
2.5e+010	6.07853	0.527348
2.55e+010	6.08944	0.552861
2.6e+010	6.06207	0.553109
2.65e+010	6.06724	0.529694
