frequency	e'	e''
5e+008	89.1617	-1.12397
1e+009	88.0381	6.19025
1.5e+009	86.9165	11.5611
2e+009	85.402	16.2214
2.5e+009	83.2961	20.4222
3e+009	80.8861	24.2017
3.5e+009	78.2329	27.5536
4e+009	75.3704	30.4699
4.5e+009	72.3941	33.0151
5e+009	69.4024	35.2011
5.5e+009	66.3292	36.9668
6e+009	63.2288	38.3584
6.5e+009	60.2345	39.474
7e+009	57.3333	40.3106
7.5e+009	54.5645	40.8891
8e+009	51.9269	41.2789
8.5e+009	49.3861	41.4558
9e+009	46.9884	41.4678
9.5e+009	44.7106	41.3926
1e+010	42.5429	41.142
1.05e+010	40.5687	40.8368
1.1e+010	38.6801	40.4695
1.15e+010	36.888	39.988
1.2e+010	35.3025	39.5003
1.25e+010	33.7499	38.9824
1.3e+010	32.287	38.3836
1.35e+010	30.9961	37.8403
1.4e+010	29.7413	37.2702
1.45e+010	28.5494	36.6102
1.5e+010	27.4934	36.0513
1.55e+010	26.4849	35.494
1.6e+010	25.5206	34.8144
1.65e+010	24.6666	34.2666
1.7e+010	23.8013	33.7584
1.75e+010	23.053	33.0973
1.8e+010	22.3759	32.5857
1.85e+010	21.6324	32.1035
1.9e+010	21.0531	31.488
1.95e+010	20.4999	30.9808
2e+010	19.8384	30.5241
2.05e+010	19.3581	29.9897
2.1e+010	18.9397	29.5762
2.15e+010	18.3653	29.094
2.2e+010	17.9653	28.5955
2.25e+010	17.6354	28.2688
2.3e+010	17.1559	27.7916
2.35e+010	16.8345	27.2684
2.4e+010	16.5281	27.0816
2.45e+010	16.1297	26.6088
2.5e+010	15.9657	26.1181
2.55e+010	15.6402	25.9426
2.6e+010	15.2846	25.4779
2.65e+010	15.1497	25.0086
