frequency	e'	e''
5e+008	91.2863	-0.33966
1e+009	89.7775	8.10599
1.5e+009	88.2925	14.4298
2e+009	85.9037	19.8349
2.5e+009	82.9196	24.6039
3e+009	79.6442	28.7037
3.5e+009	76.0287	32.1556
4e+009	72.2765	35.0104
4.5e+009	68.4931	37.3295
5e+009	64.7707	39.1593
5.5e+009	61.1128	40.4872
6e+009	57.5318	41.3637
6.5e+009	54.1405	41.9235
7e+009	50.9781	42.2183
7.5e+009	48.0436	42.2484
8e+009	45.31	42.0994
8.5e+009	42.7466	41.7811
9e+009	40.3871	41.3373
9.5e+009	38.201	40.8168
1e+010	36.1591	40.1793
1.05e+010	34.3197	39.5268
1.1e+010	32.6081	38.8399
1.15e+010	31.01	38.0892
1.2e+010	29.5955	37.3612
1.25e+010	28.2642	36.6263
1.3e+010	27.0132	35.8608
1.35e+010	25.9036	35.1377
1.4e+010	24.8523	34.4304
1.45e+010	23.8671	33.6795
1.5e+010	22.9933	33.0078
1.55e+010	22.1678	32.3519
1.6e+010	21.3957	31.6564
1.65e+010	20.7061	31.0506
1.7e+010	20.0186	30.4641
1.75e+010	19.4209	29.8149
1.8e+010	18.8833	29.2846
1.85e+010	18.3151	28.7565
1.9e+010	17.8531	28.1821
1.95e+010	17.4181	27.6925
2e+010	16.9399	27.2144
2.05e+010	16.5723	26.7111
2.1e+010	16.2223	26.3035
2.15e+010	15.821	25.8409
2.2e+010	15.5239	25.3883
2.25e+010	15.2427	25.0396
2.3e+010	14.9155	24.6111
2.35e+010	14.6872	24.178
2.4e+010	14.4384	23.9269
2.45e+010	14.1717	23.5048
2.5e+010	14.0383	23.114
2.55e+010	13.7813	22.8847
2.6e+010	13.5557	22.4874
2.65e+010	13.4427	22.1226
