frequency	e'	e''
5e+008	16.2105	-0.274765
1e+009	15.7265	0.796776
1.5e+009	15.7476	1.58303
2e+009	15.5493	2.25895
2.5e+009	15.1923	2.8553
3e+009	14.8857	3.46177
3.5e+009	14.4715	4.0585
4e+009	13.8485	4.51267
4.5e+009	13.3418	4.81914
5e+009	12.8616	5.0953
5.5e+009	12.3739	5.27212
6e+009	11.9384	5.41798
6.5e+009	11.5168	5.54815
7e+009	11.0884	5.65965
7.5e+009	10.7137	5.73403
8e+009	10.3567	5.79927
8.5e+009	9.96406	5.84333
9e+009	9.61042	5.85183
9.5e+009	9.26676	5.83874
1e+010	8.92597	5.79098
1.05e+010	8.641	5.74457
1.1e+010	8.34265	5.68076
1.15e+010	8.05128	5.597
1.2e+010	7.83995	5.51949
1.25e+010	7.61743	5.45229
1.3e+010	7.37849	5.35701
1.35e+010	7.18812	5.28268
1.4e+010	6.98318	5.2009
1.45e+010	6.78935	5.09327
1.5e+010	6.61788	5.01531
1.55e+010	6.45313	4.92837
1.6e+010	6.30126	4.81565
1.65e+010	6.16964	4.73175
1.7e+010	6.02031	4.65089
1.75e+010	5.91127	4.54422
1.8e+010	5.80964	4.45973
1.85e+010	5.68568	4.3874
1.9e+010	5.6023	4.28523
1.95e+010	5.53074	4.21043
2e+010	5.42039	4.1345
2.05e+010	5.35306	4.05644
2.1e+010	5.30404	3.99827
2.15e+010	5.22025	3.92494
2.2e+010	5.15605	3.85904
2.25e+010	5.12423	3.81785
2.3e+010	5.05171	3.74627
2.35e+010	4.99931	3.67969
2.4e+010	4.95787	3.67124
2.45e+010	4.89146	3.61078
2.5e+010	4.87059	3.53032
2.55e+010	4.82674	3.50987
2.6e+010	4.76847	3.44026
2.65e+010	4.74907	3.36318
