frequency	e'	e''
5e+008	4.3269	-0.270154
1e+009	3.78336	-0.132458
1.5e+009	3.97102	-0.0600063
2e+009	3.99237	-0.0139843
2.5e+009	3.90795	0.00108914
3e+009	3.92373	0.0504641
3.5e+009	3.90911	0.0886872
4e+009	3.84575	0.111819
4.5e+009	3.82676	0.13671
5e+009	3.823	0.159611
5.5e+009	3.79421	0.171352
6e+009	3.77231	0.182508
6.5e+009	3.74736	0.18487
7e+009	3.70129	0.190522
7.5e+009	3.70574	0.188555
8e+009	3.70859	0.191266
8.5e+009	3.67317	0.195834
9e+009	3.67858	0.191877
9.5e+009	3.67277	0.19896
1e+010	3.64074	0.195775
1.05e+010	3.63973	0.197129
1.1e+010	3.61029	0.192524
1.15e+010	3.57009	0.185721
1.2e+010	3.58436	0.187508
1.25e+010	3.57069	0.195043
1.3e+010	3.53157	0.177119
1.35e+010	3.53003	0.175209
1.4e+010	3.50764	0.172305
1.45e+010	3.48407	0.160904
1.5e+010	3.46731	0.164803
1.55e+010	3.44932	0.166732
1.6e+010	3.43008	0.156097
1.65e+010	3.42177	0.150612
1.7e+010	3.38819	0.153191
1.75e+010	3.38159	0.142938
1.8e+010	3.37543	0.133805
1.85e+010	3.34506	0.141406
1.9e+010	3.33657	0.121445
1.95e+010	3.33954	0.117201
2e+010	3.30913	0.112688
2.05e+010	3.29957	0.110513
2.1e+010	3.30223	0.102993
2.15e+010	3.28506	0.0924961
2.2e+010	3.27287	0.0892498
2.25e+010	3.28734	0.0861427
2.3e+010	3.27214	0.074917
2.35e+010	3.2634	0.0642784
2.4e+010	3.27116	0.0756615
2.45e+010	3.25737	0.0751681
2.5e+010	3.27247	0.0451524
2.55e+010	3.28234	0.0478013
2.6e+010	3.27348	0.0417061
2.65e+010	3.28194	0.0178101
