frequency	e'	e''
5e+008	89.2606	-0.99102
1e+009	88.1787	6.30381
1.5e+009	87.2254	11.6773
2e+009	85.5445	16.339
2.5e+009	83.4801	20.5638
3e+009	81.082	24.3927
3.5e+009	78.3784	27.7447
4e+009	75.4618	30.6921
4.5e+009	72.4677	33.2133
5e+009	69.4598	35.371
5.5e+009	66.3935	37.1568
6e+009	63.2779	38.549
6.5e+009	60.2613	39.658
7e+009	57.3471	40.51
7.5e+009	54.5603	41.0713
8e+009	51.9132	41.4462
8.5e+009	49.3587	41.6271
9e+009	46.9516	41.6248
9.5e+009	44.6829	41.537
1e+010	42.5018	41.2946
1.05e+010	40.5116	40.9697
1.1e+010	38.6379	40.5985
1.15e+010	36.8344	40.1228
1.2e+010	35.2277	39.6183
1.25e+010	33.691	39.0932
1.3e+010	32.2238	38.5141
1.35e+010	30.9142	37.9439
1.4e+010	29.6675	37.3747
1.45e+010	28.466	36.7338
1.5e+010	27.3976	36.1534
1.55e+010	26.3984	35.587
1.6e+010	25.4265	34.9368
1.65e+010	24.5594	34.3746
1.7e+010	23.7133	33.8544
1.75e+010	22.952	33.2204
1.8e+010	22.2629	32.7004
1.85e+010	21.5361	32.2126
1.9e+010	20.939	31.6247
1.95e+010	20.3835	31.1092
2e+010	19.7458	30.6494
2.05e+010	19.2515	30.1337
2.1e+010	18.8238	29.7065
2.15e+010	18.2755	29.2319
2.2e+010	17.8632	28.7519
2.25e+010	17.5238	28.4118
2.3e+010	17.0751	27.9519
2.35e+010	16.7362	27.464
2.4e+010	16.4263	27.2283
2.45e+010	16.0605	26.7792
2.5e+010	15.8565	26.313
2.55e+010	15.5504	26.0869
2.6e+010	15.2256	25.6583
2.65e+010	15.0579	25.2093
