frequency	e'	e''
5e+008	88.6937	-1.17127
1e+009	87.5887	6.22712
1.5e+009	86.6225	11.6566
2e+009	84.9465	16.3498
2.5e+009	82.8019	20.5773
3e+009	80.3897	24.3771
3.5e+009	77.6711	27.7091
4e+009	74.7804	30.6287
4.5e+009	71.7713	33.1672
5e+009	68.7241	35.3217
5.5e+009	65.6211	37.0568
6e+009	62.5024	38.3981
6.5e+009	59.4809	39.4693
7e+009	56.5732	40.273
7.5e+009	53.8083	40.8027
8e+009	51.1705	41.1527
8.5e+009	48.6351	41.2941
9e+009	46.258	41.2699
9.5e+009	44.0002	41.1626
1e+010	41.8466	40.8799
1.05e+010	39.8932	40.5463
1.1e+010	38.0302	40.1553
1.15e+010	36.2573	39.6544
1.2e+010	34.6924	39.148
1.25e+010	33.1687	38.6178
1.3e+010	31.7284	38.0133
1.35e+010	30.4571	37.4554
1.4e+010	29.2247	36.8811
1.45e+010	28.0515	36.2226
1.5e+010	27.0169	35.6586
1.55e+010	26.0277	35.0948
1.6e+010	25.0825	34.4259
1.65e+010	24.2509	33.8846
1.7e+010	23.3995	33.3713
1.75e+010	22.6691	32.7194
1.8e+010	22.0079	32.2229
1.85e+010	21.278	31.741
1.9e+010	20.7164	31.1378
1.95e+010	20.1737	30.6508
2e+010	19.5311	30.1901
2.05e+010	19.0703	29.6673
2.1e+010	18.6588	29.2679
2.15e+010	18.0985	28.7901
2.2e+010	17.7199	28.3055
2.25e+010	17.392	27.9938
2.3e+010	16.9275	27.5188
2.35e+010	16.6272	27.0179
2.4e+010	16.326	26.8364
2.45e+010	15.9456	26.3632
2.5e+010	15.7891	25.8948
2.55e+010	15.4718	25.7203
2.6e+010	15.1317	25.2594
2.65e+010	15.0093	24.8107
