frequency	e'	e''
5e+008	88.7675	-1.02137
1e+009	87.6876	6.25165
1.5e+009	86.7392	11.5898
2e+009	85.0662	16.2434
2.5e+009	83.0068	20.4215
3e+009	80.6557	24.2414
3.5e+009	77.9528	27.5825
4e+009	75.0648	30.5352
4.5e+009	72.0579	33.0502
5e+009	69.0521	35.1838
5.5e+009	66.0047	36.9385
6e+009	62.9187	38.3191
6.5e+009	59.9258	39.4254
7e+009	57.0321	40.278
7.5e+009	54.2607	40.8429
8e+009	51.6207	41.222
8.5e+009	49.0752	41.401
9e+009	46.682	41.3948
9.5e+009	44.4204	41.3097
1e+010	42.2488	41.0687
1.05e+010	40.2775	40.7472
1.1e+010	38.4044	40.3763
1.15e+010	36.6118	39.9016
1.2e+010	35.0198	39.4037
1.25e+010	33.4878	38.8846
1.3e+010	32.0223	38.2971
1.35e+010	30.7255	37.7397
1.4e+010	29.4824	37.1717
1.45e+010	28.2873	36.5297
1.5e+010	27.2288	35.9563
1.55e+010	26.2365	35.3997
1.6e+010	25.2675	34.7378
1.65e+010	24.405	34.1851
1.7e+010	23.5591	33.6779
1.75e+010	22.8074	33.0351
1.8e+010	22.1233	32.5216
1.85e+010	21.3914	32.0419
1.9e+010	20.8078	31.4519
1.95e+010	20.2578	30.9346
2e+010	19.609	30.4797
2.05e+010	19.1273	29.9692
2.1e+010	18.7096	29.5475
2.15e+010	18.1451	29.0727
2.2e+010	17.7379	28.5847
2.25e+010	17.4123	28.2651
2.3e+010	16.951	27.7931
2.35e+010	16.6109	27.2909
2.4e+010	16.3148	27.0866
2.45e+010	15.9379	26.6342
2.5e+010	15.7505	26.1452
2.55e+010	15.4492	25.9497
2.6e+010	15.1106	25.515
2.65e+010	14.9563	25.0419
