frequency	e'	e''
5e+008	89.8906	-0.857649
1e+009	88.6305	6.77772
1.5e+009	87.442	12.4323
2e+009	85.6868	17.3247
2.5e+009	83.3002	21.7161
3e+009	80.6475	25.6166
3.5e+009	77.7128	29.0259
4e+009	74.5668	31.953
4.5e+009	71.3442	34.4618
5e+009	68.1167	36.5644
5.5e+009	64.8389	38.2181
6e+009	61.5642	39.4702
6.5e+009	58.4293	40.4286
7e+009	55.4136	41.1077
7.5e+009	52.5731	41.5224
8e+009	49.8828	41.7456
8.5e+009	47.3042	41.7643
9e+009	44.9007	41.6277
9.5e+009	42.6318	41.4074
1e+010	40.4797	41.028
1.05e+010	38.5394	40.6038
1.1e+010	36.6901	40.1241
1.15e+010	34.9445	39.548
1.2e+010	33.4097	38.975
1.25e+010	31.9202	38.376
1.3e+010	30.5084	37.711
1.35e+010	29.2739	37.1069
1.4e+010	28.0831	36.4824
1.45e+010	26.9442	35.7785
1.5e+010	25.9463	35.18
1.55e+010	24.9997	34.5869
1.6e+010	24.0929	33.8844
1.65e+010	23.2863	33.3095
1.7e+010	22.4806	32.7821
1.75e+010	21.7859	32.1115
1.8e+010	21.1515	31.5843
1.85e+010	20.462	31.0938
1.9e+010	19.9285	30.4807
1.95e+010	19.4196	29.9642
2e+010	18.802	29.5001
2.05e+010	18.359	28.9779
2.1e+010	17.9807	28.5627
2.15e+010	17.45	28.0784
2.2e+010	17.0808	27.5951
2.25e+010	16.7858	27.2702
2.3e+010	16.349	26.796
2.35e+010	16.0478	26.289
2.4e+010	15.7741	26.1027
2.45e+010	15.422	25.6431
2.5e+010	15.2673	25.1712
2.55e+010	14.9752	24.9871
2.6e+010	14.6578	24.539
2.65e+010	14.5395	24.0831
