frequency	e'	e''
5e+008	89.8184	-0.866285
1e+009	88.5751	6.74157
1.5e+009	87.3991	12.359
2e+009	85.66	17.2313
2.5e+009	83.3021	21.6044
3e+009	80.6711	25.4951
3.5e+009	77.7642	28.8995
4e+009	74.6405	31.8295
4.5e+009	71.4386	34.3394
5e+009	68.2383	36.4485
5.5e+009	64.978	38.1123
6e+009	61.7164	39.3815
6.5e+009	58.5928	40.3531
7e+009	55.5882	41.045
7.5e+009	52.7521	41.4767
8e+009	50.0645	41.7115
8.5e+009	47.4913	41.7454
9e+009	45.0854	41.6238
9.5e+009	42.8142	41.4162
1e+010	40.6586	41.0468
1.05e+010	38.7156	40.635
1.1e+010	36.8667	40.1653
1.15e+010	35.1133	39.5977
1.2e+010	33.5736	39.0292
1.25e+010	32.0798	38.4361
1.3e+010	30.6605	37.776
1.35e+010	29.4219	37.1783
1.4e+010	28.2257	36.5578
1.45e+010	27.08	35.8558
1.5e+010	26.0782	35.2627
1.55e+010	25.127	34.6737
1.6e+010	24.2128	33.9705
1.65e+010	23.4031	33.3978
1.7e+010	22.5929	32.8752
1.75e+010	21.892	32.2026
1.8e+010	21.2557	31.6762
1.85e+010	20.5598	31.1873
1.9e+010	20.0223	30.5721
1.95e+010	19.5094	30.0565
2e+010	18.8876	29.5937
2.05e+010	18.4418	29.0702
2.1e+010	18.0608	28.6545
2.15e+010	17.5253	28.1706
2.2e+010	17.154	27.6849
2.25e+010	16.8581	27.3601
2.3e+010	16.4156	26.8861
2.35e+010	16.1132	26.3759
2.4e+010	15.8373	26.1916
2.45e+010	15.4803	25.7313
2.5e+010	15.324	25.2552
2.55e+010	15.0296	25.0728
2.6e+010	14.708	24.6223
2.65e+010	14.591	24.1647
