frequency	e'	e''
5e+008	89.2221	-1.02193
1e+009	88.131	6.29031
1.5e+009	87.1561	11.6641
2e+009	85.4904	16.3185
2.5e+009	83.4247	20.5529
3e+009	81.024	24.3609
3.5e+009	78.3057	27.7268
4e+009	75.4078	30.6473
4.5e+009	72.4322	33.1809
5e+009	69.426	35.359
5.5e+009	66.3479	37.1439
6e+009	63.226	38.532
6.5e+009	60.2051	39.6331
7e+009	57.2953	40.4858
7.5e+009	54.5157	41.043
8e+009	51.8719	41.4191
8.5e+009	49.3195	41.6007
9e+009	46.9164	41.5973
9.5e+009	44.6439	41.5137
1e+010	42.4645	41.2664
1.05e+010	40.4791	40.9435
1.1e+010	38.5995	40.5668
1.15e+010	36.7994	40.0934
1.2e+010	35.2005	39.5931
1.25e+010	33.6581	39.0686
1.3e+010	32.1918	38.4789
1.35e+010	30.8849	37.9194
1.4e+010	29.6361	37.3458
1.45e+010	28.4409	36.7026
1.5e+010	27.3742	36.1284
1.55e+010	26.3772	35.5654
1.6e+010	25.402	34.9097
1.65e+010	24.5438	34.3528
1.7e+010	23.6921	33.8365
1.75e+010	22.9367	33.2004
1.8e+010	22.2433	32.6816
1.85e+010	21.5133	32.1928
1.9e+010	20.9289	31.6028
1.95e+010	20.3686	31.0857
2e+010	19.7294	30.6252
2.05e+010	19.2423	30.1138
2.1e+010	18.8165	29.6892
2.15e+010	18.2589	29.2122
2.2e+010	17.8437	28.7365
2.25e+010	17.5112	28.3991
2.3e+010	17.0589	27.9312
2.35e+010	16.7261	27.4314
2.4e+010	16.4178	27.2148
2.45e+010	16.052	26.7605
2.5e+010	15.8503	26.2927
2.55e+010	15.5412	26.0763
2.6e+010	15.2187	25.6386
2.65e+010	15.0591	25.1861
