frequency	e'	e''
5e+008	7.65557	-0.780156
1e+009	7.17957	-0.375809
1.5e+009	7.44195	-0.216758
2e+009	7.46658	-0.102825
2.5e+009	7.36779	-0.0319354
3e+009	7.38317	0.0483597
3.5e+009	7.35861	0.113474
4e+009	7.28958	0.159205
4.5e+009	7.25669	0.208523
5e+009	7.24463	0.257457
5.5e+009	7.21528	0.29606
6e+009	7.17881	0.328263
6.5e+009	7.1374	0.356354
7e+009	7.08127	0.380996
7.5e+009	7.06892	0.402581
8e+009	7.06129	0.422531
8.5e+009	7.01652	0.444717
9e+009	7.00332	0.458201
9.5e+009	6.98526	0.482766
1e+010	6.94036	0.495029
1.05e+010	6.92115	0.512508
1.1e+010	6.88388	0.522956
1.15e+010	6.82904	0.531994
1.2e+010	6.83089	0.549118
1.25e+010	6.8062	0.570787
1.3e+010	6.74765	0.569961
1.35e+010	6.736	0.584312
1.4e+010	6.70363	0.597438
1.45e+010	6.6577	0.598138
1.5e+010	6.63498	0.616262
1.55e+010	6.60378	0.631842
1.6e+010	6.56646	0.631993
1.65e+010	6.55153	0.642624
1.7e+010	6.50713	0.661534
1.75e+010	6.48167	0.659378
1.8e+010	6.47142	0.665419
1.85e+010	6.43075	0.689308
1.9e+010	6.40889	0.677077
1.95e+010	6.40405	0.686379
2e+010	6.36137	0.700244
2.05e+010	6.34139	0.704654
2.1e+010	6.34277	0.713311
2.15e+010	6.30971	0.719403
2.2e+010	6.28278	0.722366
2.25e+010	6.29695	0.733737
2.3e+010	6.2654	0.735459
2.35e+010	6.23887	0.72677
2.4e+010	6.25365	0.758189
2.45e+010	6.22377	0.76178
2.5e+010	6.22623	0.733966
2.55e+010	6.23467	0.760031
2.6e+010	6.2064	0.758226
2.65e+010	6.20699	0.732563
