frequency	e'	e''
5e+008	85.0263	-0.905149
1e+009	84.0061	6.13439
1.5e+009	83.0919	11.3026
2e+009	81.5761	15.9191
2.5e+009	79.3419	20.3165
3e+009	76.7833	23.7021
3.5e+009	74.2319	26.8923
4e+009	71.3676	29.7629
4.5e+009	68.3679	32.1461
5e+009	65.4188	34.1549
5.5e+009	62.4226	35.797
6e+009	59.3929	37.0653
6.5e+009	56.4823	38.0733
7e+009	53.6662	38.8353
7.5e+009	50.982	39.3214
8e+009	48.4275	39.6433
8.5e+009	45.9583	39.7615
9e+009	43.6476	39.701
9.5e+009	41.4532	39.5773
1e+010	39.3557	39.2853
1.05e+010	37.4715	38.9171
1.1e+010	35.6785	38.5099
1.15e+010	33.9671	38.0002
1.2e+010	32.4713	37.479
1.25e+010	31.0196	36.944
1.3e+010	29.6277	36.3381
1.35e+010	28.4169	35.7843
1.4e+010	27.2416	35.2134
1.45e+010	26.108	34.5582
1.5e+010	25.1216	33.9956
1.55e+010	24.1903	33.4447
1.6e+010	23.2801	32.7703
1.65e+010	22.4787	32.228
1.7e+010	21.6828	31.7349
1.75e+010	20.994	31.0822
1.8e+010	20.3665	30.5785
1.85e+010	19.6776	30.115
1.9e+010	19.157	29.5201
1.95e+010	18.6604	29.0184
2e+010	18.0415	28.5816
2.05e+010	17.6075	28.08
2.1e+010	17.2445	27.6843
2.15e+010	16.7046	27.2196
2.2e+010	16.3413	26.7499
2.25e+010	16.0595	26.466
2.3e+010	15.614	25.9958
2.35e+010	15.3103	25.5007
2.4e+010	15.0418	25.3469
2.45e+010	14.6794	24.8984
2.5e+010	14.5344	24.4151
2.55e+010	14.2533	24.2547
2.6e+010	13.9326	23.8145
2.65e+010	13.8155	23.3567
