frequency	e'	e''
5e+008	88.6196	-1.00651
1e+009	87.5603	6.24004
1.5e+009	86.6144	11.5803
2e+009	84.9418	16.2153
2.5e+009	82.8842	20.3935
3e+009	80.5276	24.2075
3.5e+009	77.8368	27.5399
4e+009	74.9471	30.4816
4.5e+009	71.9525	32.9895
5e+009	68.9558	35.1201
5.5e+009	65.917	36.88
6e+009	62.831	38.2593
6.5e+009	59.8385	39.3633
7e+009	56.9468	40.2162
7.5e+009	54.1785	40.777
8e+009	51.5484	41.1531
8.5e+009	49.0075	41.333
9e+009	46.6174	41.3287
9.5e+009	44.3617	41.2424
1e+010	42.1953	41.0001
1.05e+010	40.2221	40.6779
1.1e+010	38.3574	40.3099
1.15e+010	36.5676	39.8398
1.2e+010	34.9709	39.3385
1.25e+010	33.4468	38.8206
1.3e+010	31.9864	38.2397
1.35e+010	30.6861	37.6769
1.4e+010	29.4474	37.11
1.45e+010	28.2543	36.4748
1.5e+010	27.1969	35.8971
1.55e+010	26.2023	35.3375
1.6e+010	25.2367	34.6889
1.65e+010	24.3755	34.1306
1.7e+010	23.5329	33.6207
1.75e+010	22.7789	32.9858
1.8e+010	22.0941	32.4704
1.85e+010	21.3687	31.9882
1.9e+010	20.779	31.4054
1.95e+010	20.2278	30.8902
2e+010	19.5908	30.4344
2.05e+010	19.1046	29.9237
2.1e+010	18.6825	29.5019
2.15e+010	18.1287	29.0281
2.2e+010	17.7218	28.5476
2.25e+010	17.3878	28.2173
2.3e+010	16.9346	27.753
2.35e+010	16.5944	27.2609
2.4e+010	16.294	27.0395
2.45e+010	15.9253	26.5942
2.5e+010	15.728	26.1194
2.55e+010	15.4263	25.904
2.6e+010	15.0976	25.4791
2.65e+010	14.9334	25.0228
