frequency	e'	e''
5e+008	88.5848	-1.1966
1e+009	87.4638	6.27894
1.5e+009	86.4981	11.7274
2e+009	84.7719	16.4526
2.5e+009	82.6012	20.7013
3e+009	80.1697	24.4917
3.5e+009	77.4086	27.8397
4e+009	74.4731	30.7644
4.5e+009	71.4191	33.2858
5e+009	68.3468	35.422
5.5e+009	65.2238	37.1341
6e+009	62.0761	38.4458
6.5e+009	59.0472	39.4878
7e+009	56.1337	40.2707
7.5e+009	53.3689	40.77
8e+009	50.7278	41.1008
8.5e+009	48.1856	41.2222
9e+009	45.8081	41.1721
9.5e+009	43.5435	41.0507
1e+010	41.3838	40.746
1.05e+010	39.4457	40.3936
1.1e+010	37.5813	39.986
1.15e+010	35.8051	39.4641
1.2e+010	34.2683	38.9416
1.25e+010	32.747	38.397
1.3e+010	31.2978	37.7631
1.35e+010	30.0562	37.2082
1.4e+010	28.8315	36.6228
1.45e+010	27.6592	35.9362
1.5e+010	26.647	35.3729
1.55e+010	25.6712	34.8159
1.6e+010	24.7306	34.1113
1.65e+010	23.9117	33.5659
1.7e+010	23.0689	33.075
1.75e+010	22.3548	32.3972
1.8e+010	21.7091	31.892
1.85e+010	20.9767	31.429
1.9e+010	20.4376	30.8023
1.95e+010	19.9183	30.299
2e+010	19.2516	29.8565
2.05e+010	18.8045	29.3268
2.1e+010	18.4327	28.9295
2.15e+010	17.8483	28.4488
2.2e+010	17.4773	27.9508
2.25e+010	17.1932	27.6662
2.3e+010	16.7105	27.1754
2.35e+010	16.4128	26.6411
2.4e+010	16.1371	26.5137
2.45e+010	15.7431	26.0355
2.5e+010	15.6227	25.5331
2.55e+010	15.317	25.3987
2.6e+010	14.9592	24.9209
2.65e+010	14.8712	24.4369
