frequency	e'	e''
5e+008	88.7202	-1.00897
1e+009	87.6498	6.25032
1.5e+009	86.6945	11.5975
2e+009	85.0203	16.2351
2.5e+009	82.9638	20.413
3e+009	80.6137	24.2315
3.5e+009	77.9119	27.573
4e+009	75.0247	30.5213
4.5e+009	72.0185	33.0317
5e+009	69.0199	35.1638
5.5e+009	65.9733	36.9209
6e+009	62.8859	38.3013
6.5e+009	59.8953	39.4072
7e+009	56.9998	40.2601
7.5e+009	54.2292	40.8235
8e+009	51.5934	41.2009
8.5e+009	49.0483	41.3792
9e+009	46.6586	41.3737
9.5e+009	44.3961	41.2913
1e+010	42.2258	41.0453
1.05e+010	40.2575	40.7227
1.1e+010	38.3841	40.3586
1.15e+010	36.591	39.8815
1.2e+010	35.0025	39.3837
1.25e+010	33.4712	38.8657
1.3e+010	32.0042	38.2779
1.35e+010	30.7116	37.7194
1.4e+010	29.4671	37.155
1.45e+010	28.2726	36.5097
1.5e+010	27.2184	35.938
1.55e+010	26.2235	35.3828
1.6e+010	25.2514	34.7178
1.65e+010	24.3968	34.166
1.7e+010	23.5466	33.6641
1.75e+010	22.7955	33.0164
1.8e+010	22.1162	32.5044
1.85e+010	21.3793	32.0263
1.9e+010	20.7963	31.4323
1.95e+010	20.2498	30.9191
2e+010	19.5981	30.4662
2.05e+010	19.1157	29.9481
2.1e+010	18.7043	29.5316
2.15e+010	18.1322	29.0582
2.2e+010	17.7306	28.562
2.25e+010	17.4067	28.2508
2.3e+010	16.9374	27.7774
2.35e+010	16.6069	27.2673
2.4e+010	16.3126	27.0746
2.45e+010	15.9221	26.6194
2.5e+010	15.7442	26.1267
2.55e+010	15.4453	25.9401
2.6e+010	15.0954	25.4983
2.65e+010	14.9509	25.0253
