frequency	e'	e''
5e+008	89.3394	-1.16251
1e+009	88.2452	6.26453
1.5e+009	87.3046	11.7147
2e+009	85.6248	16.4372
2.5e+009	83.4804	20.6862
3e+009	81.0649	24.5068
3.5e+009	78.3415	27.862
4e+009	75.4441	30.8123
4.5e+009	72.423	33.3765
5e+009	69.3601	35.5524
5.5e+009	66.2516	37.3148
6e+009	63.1184	38.6872
6.5e+009	60.0746	39.7794
7e+009	57.1489	40.6059
7.5e+009	54.3594	41.1607
8e+009	51.695	41.5194
8.5e+009	49.1361	41.675
9e+009	46.7254	41.6671
9.5e+009	44.4451	41.5572
1e+010	42.2719	41.2868
1.05e+010	40.2866	40.9591
1.1e+010	38.4019	40.5666
1.15e+010	36.6139	40.0724
1.2e+010	35.0119	39.5662
1.25e+010	33.4769	39.0328
1.3e+010	32.0228	38.4335
1.35e+010	30.7195	37.8581
1.4e+010	29.4707	37.2798
1.45e+010	28.2906	36.6319
1.5e+010	27.2317	36.0481
1.55e+010	26.2247	35.4728
1.6e+010	25.2715	34.824
1.65e+010	24.4189	34.2693
1.7e+010	23.563	33.7307
1.75e+010	22.8118	33.0929
1.8e+010	22.1311	32.5872
1.85e+010	21.4085	32.0823
1.9e+010	20.8221	31.4954
1.95e+010	20.2632	31.0086
2e+010	19.6398	30.5315
2.05e+010	19.1652	30.0096
2.1e+010	18.7182	29.5987
2.15e+010	18.184	29.1174
2.2e+010	17.7959	28.639
2.25e+010	17.4305	28.2904
2.3e+010	16.9913	27.8258
2.35e+010	16.6845	27.3518
2.4e+010	16.3596	27.1122
2.45e+010	15.998	26.6454
2.5e+010	15.8123	26.2093
2.55e+010	15.479	25.9809
2.6e+010	15.1652	25.535
2.65e+010	15.0103	25.1196
