frequency	e'	e''
5e+008	89.3758	-1.11472
1e+009	88.2478	6.31814
1.5e+009	87.2921	11.7663
2e+009	85.5974	16.4946
2.5e+009	83.4398	20.7484
3e+009	81.0157	24.5616
3.5e+009	78.2781	27.9209
4e+009	75.3677	30.8672
4.5e+009	72.3339	33.4217
5e+009	69.273	35.5893
5.5e+009	66.1608	37.3475
6e+009	63.0188	38.7086
6.5e+009	59.9761	39.7969
7e+009	57.0477	40.6184
7.5e+009	54.2602	41.1626
8e+009	51.5987	41.5179
8.5e+009	49.0347	41.6724
9e+009	46.6249	41.6546
9.5e+009	44.3448	41.5483
1e+010	42.1652	41.2728
1.05e+010	40.1866	40.9351
1.1e+010	38.3044	40.5423
1.15e+010	36.5109	40.0425
1.2e+010	34.9218	39.5319
1.25e+010	33.3857	38.9931
1.3e+010	31.9232	38.3875
1.35e+010	30.6343	37.8184
1.4e+010	29.3876	37.2385
1.45e+010	28.1974	36.5769
1.5e+010	27.1516	35.999
1.55e+010	26.1488	35.4293
1.6e+010	25.1937	34.7623
1.65e+010	24.3433	34.2043
1.7e+010	23.4907	33.6865
1.75e+010	22.7437	33.0319
1.8e+010	22.0715	32.5231
1.85e+010	21.3422	32.0319
1.9e+010	20.7647	31.4318
1.95e+010	20.2187	30.9319
2e+010	19.5754	30.4679
2.05e+010	19.1029	29.9426
2.1e+010	18.6791	29.5357
2.15e+010	18.1253	29.0504
2.2e+010	17.7399	28.5674
2.25e+010	17.3991	28.2372
2.3e+010	16.9419	27.7628
2.35e+010	16.6323	27.2692
2.4e+010	16.3217	27.0595
2.45e+010	15.9525	26.5914
2.5e+010	15.7772	26.1315
2.55e+010	15.4548	25.9291
2.6e+010	15.1264	25.474
2.65e+010	14.9864	25.0371
