frequency	e'	e''
5e+008	89.3322	-1.1715
1e+009	88.2482	6.25149
1.5e+009	87.2978	11.6959
2e+009	85.6246	16.4195
2.5e+009	83.4804	20.667
3e+009	81.0684	24.4874
3.5e+009	78.3435	27.8391
4e+009	75.4488	30.7908
4.5e+009	72.4333	33.3579
5e+009	69.3755	35.5334
5.5e+009	66.2674	37.2995
6e+009	63.1364	38.6695
6.5e+009	60.093	39.7667
7e+009	57.1701	40.5956
7.5e+009	54.3812	41.1466
8e+009	51.7172	41.512
8.5e+009	49.1583	41.6695
9e+009	46.7493	41.6604
9.5e+009	44.47	41.5548
1e+010	42.2934	41.2837
1.05e+010	40.3095	40.9585
1.1e+010	38.4265	40.5678
1.15e+010	36.6355	40.0747
1.2e+010	35.0371	39.5678
1.25e+010	33.4999	39.0373
1.3e+010	32.045	38.4363
1.35e+010	30.7428	37.8669
1.4e+010	29.4921	37.2874
1.45e+010	28.3085	36.6372
1.5e+010	27.252	36.0589
1.55e+010	26.244	35.4819
1.6e+010	25.2894	34.8332
1.65e+010	24.4362	34.2783
1.7e+010	23.5786	33.7422
1.75e+010	22.8297	33.1035
1.8e+010	22.1488	32.5997
1.85e+010	21.4231	32.0959
1.9e+010	20.8397	31.5053
1.95e+010	20.2785	31.0181
2e+010	19.6523	30.5411
2.05e+010	19.1767	30.0205
2.1e+010	18.7338	29.6101
2.15e+010	18.1931	29.1284
2.2e+010	17.8062	28.6476
2.25e+010	17.4452	28.3035
2.3e+010	17.0003	27.8359
2.35e+010	16.6951	27.3586
2.4e+010	16.3705	27.1238
2.45e+010	16.0047	26.657
2.5e+010	15.8203	26.2118
2.55e+010	15.49	25.9953
2.6e+010	15.1729	25.542
2.65e+010	15.0201	25.1248
