frequency	e'	e''
5e+008	89.3486	-1.16162
1e+009	88.2616	6.27485
1.5e+009	87.3134	11.7361
2e+009	85.6273	16.4605
2.5e+009	83.4729	20.716
3e+009	81.0572	24.5316
3.5e+009	78.3315	27.8876
4e+009	75.4311	30.8397
4.5e+009	72.4003	33.3995
5e+009	69.3357	35.5726
5.5e+009	66.2286	37.3342
6e+009	63.0885	38.7048
6.5e+009	60.0452	39.7956
7e+009	57.1185	40.6229
7.5e+009	54.3279	41.1752
8e+009	51.6611	41.5297
8.5e+009	49.1028	41.6855
9e+009	46.6899	41.6768
9.5e+009	44.4097	41.5611
1e+010	42.2362	41.2918
1.05e+010	40.2486	40.9574
1.1e+010	38.3657	40.5641
1.15e+010	36.5794	40.0695
1.2e+010	34.9732	39.5606
1.25e+010	33.4443	39.0236
1.3e+010	31.9889	38.4267
1.35e+010	30.6852	37.8476
1.4e+010	29.4383	37.2669
1.45e+010	28.2554	36.621
1.5e+010	27.2001	36.0357
1.55e+010	26.1942	35.4564
1.6e+010	25.2473	34.8119
1.65e+010	24.387	34.2523
1.7e+010	23.5383	33.7134
1.75e+010	22.7846	33.0782
1.8e+010	22.1059	32.5704
1.85e+010	21.3882	32.0628
1.9e+010	20.795	31.4858
1.95e+010	20.2397	30.9902
2e+010	19.624	30.513
2.05e+010	19.1445	29.9971
2.1e+010	18.6944	29.5821
2.15e+010	18.168	29.1001
2.2e+010	17.7788	28.6273
2.25e+010	17.4084	28.2724
2.3e+010	16.9794	27.8091
2.35e+010	16.6672	27.3434
2.4e+010	16.342	27.0894
2.45e+010	15.9869	26.6309
2.5e+010	15.793	26.199
2.55e+010	15.4621	25.961
2.6e+010	15.1544	25.5241
2.65e+010	14.9931	25.1082
