frequency	e'	e''
5e+008	88.7673	-1.01219
1e+009	87.6973	6.25417
1.5e+009	86.7479	11.5981
2e+009	85.074	16.2429
2.5e+009	83.0114	20.4239
3e+009	80.6642	24.2439
3.5e+009	77.9593	27.5848
4e+009	75.0678	30.5358
4.5e+009	72.0643	33.0544
5e+009	69.0589	35.1884
5.5e+009	66.0136	36.9434
6e+009	62.9222	38.3229
6.5e+009	59.9295	39.4309
7e+009	57.0341	40.2843
7.5e+009	54.2653	40.8495
8e+009	51.6273	41.2261
8.5e+009	49.0807	41.4064
9e+009	46.6858	41.3991
9.5e+009	44.424	41.3142
1e+010	42.2531	41.0705
1.05e+010	40.2815	40.7506
1.1e+010	38.4092	40.3807
1.15e+010	36.6151	39.9055
1.2e+010	35.0234	39.4043
1.25e+010	33.4925	38.886
1.3e+010	32.0247	38.302
1.35e+010	30.7299	37.7431
1.4e+010	29.4857	37.1752
1.45e+010	28.2916	36.5324
1.5e+010	27.2309	35.9606
1.55e+010	26.2386	35.4008
1.6e+010	25.271	34.7435
1.65e+010	24.4075	34.1889
1.7e+010	23.5615	33.6819
1.75e+010	22.8102	33.0398
1.8e+010	22.1258	32.5252
1.85e+010	21.3934	32.0454
1.9e+010	20.8104	31.4559
1.95e+010	20.2582	30.9377
2e+010	19.6114	30.4836
2.05e+010	19.1276	29.9728
2.1e+010	18.7102	29.5503
2.15e+010	18.1475	29.0747
2.2e+010	17.7401	28.5894
2.25e+010	17.4137	28.2674
2.3e+010	16.9537	27.7952
2.35e+010	16.6132	27.2932
2.4e+010	16.3164	27.0911
2.45e+010	15.9405	26.6392
2.5e+010	15.7509	26.1549
2.55e+010	15.4497	25.9526
2.6e+010	15.1152	25.5188
2.65e+010	14.9569	25.0467
