frequency	e'	e''
5e+008	84.0827	4.3464
1.5e+009	81.8329	12.6359
2.5e+009	78.3084	20.236
3.5e+009	73.2345	26.6884
4.5e+009	67.8798	31.3945
5.5e+009	62.1951	34.9326
6.5e+009	56.52	37.1024
7.5e+009	51.26	38.3621
8.5e+009	46.4633	38.8114
9.5e+009	42.1691	38.6554
1.05e+010	38.3314	38.1343
1.15e+010	34.982	37.3754
1.25e+010	32.0669	36.4052
1.35e+010	29.4871	35.3767
1.45e+010	27.2503	34.3281
1.55e+010	25.3003	33.2172
1.65e+010	23.5796	32.1887
1.75e+010	22.0835	31.1941
1.85e+010	20.8019	30.1993
1.95e+010	19.6096	29.3257
2.05e+010	18.6178	28.4913
2.15e+010	17.7316	27.6477
2.25e+010	16.8719	26.8398
2.35e+010	16.1826	26.2042
2.45e+010	15.6067	25.4526
2.55e+010	14.9764	24.7358
2.65e+010	14.4566	24.1894
