frequency	e'	e''
5e+008	85.784	4.45779
1.5e+009	83.494	12.8498
2.5e+009	79.8774	20.5136
3.5e+009	75.0734	26.8652
4.5e+009	69.5716	31.9294
5.5e+009	63.8301	35.5777
6.5e+009	58.033	37.8499
7.5e+009	52.6846	39.1514
8.5e+009	47.8132	39.6659
9.5e+009	43.4156	39.5592
1.05e+010	39.4927	39.0682
1.15e+010	36.0459	38.3229
1.25e+010	33.0578	37.3587
1.35e+010	30.4039	36.33
1.45e+010	28.0974	35.2684
1.55e+010	26.091	34.1656
1.65e+010	24.3133	33.1178
1.75e+010	22.7649	32.1191
1.85e+010	21.419	31.1196
1.95e+010	20.1917	30.2063
2.05e+010	19.1455	29.3494
2.15e+010	18.2215	28.4865
2.25e+010	17.3476	27.668
2.35e+010	16.6102	26.9875
2.45e+010	16.0106	26.2358
2.55e+010	15.3716	25.4928
2.65e+010	14.8326	24.8984
