frequency	e'	e''
5e+008	89.0999	4.67606
1.5e+009	86.6735	13.3727
2.5e+009	82.8837	21.3399
3.5e+009	77.8558	27.9391
4.5e+009	72.1997	33.1504
5.5e+009	66.2642	36.9183
6.5e+009	60.2956	39.2892
7.5e+009	54.761	40.6811
8.5e+009	49.7018	41.2381
9.5e+009	45.1297	41.1428
1.05e+010	41.0469	40.6417
1.15e+010	37.4532	39.8728
1.25e+010	34.3454	38.8732
1.35e+010	31.5845	37.813
1.45e+010	29.1811	36.6891
1.55e+010	27.1022	35.5626
1.65e+010	25.2423	34.455
1.75e+010	23.6431	33.4155
1.85e+010	22.2306	32.3838
1.95e+010	20.9727	31.4041
2.05e+010	19.8716	30.5244
2.15e+010	18.9087	29.61
2.25e+010	18.0283	28.7772
2.35e+010	17.2366	28.0302
2.45e+010	16.6193	27.2754
2.55e+010	15.9788	26.5072
2.65e+010	15.4336	25.8321
