frequency	e'	e''
5e+008	88.9752	4.59388
1.5e+009	86.5844	13.3098
2.5e+009	82.8546	21.2441
3.5e+009	77.8486	27.8974
4.5e+009	72.1662	33.0558
5.5e+009	66.279	36.8487
6.5e+009	60.3191	39.2409
7.5e+009	54.7857	40.6329
8.5e+009	49.7296	41.1912
9.5e+009	45.1717	41.1095
1.05e+010	41.0955	40.6163
1.15e+010	37.5067	39.8534
1.25e+010	34.3954	38.8683
1.35e+010	31.6399	37.8135
1.45e+010	29.2325	36.7063
1.55e+010	27.1443	35.5818
1.65e+010	25.2889	34.4827
1.75e+010	23.6756	33.4421
1.85e+010	22.2635	32.4177
1.95e+010	21.0027	31.4452
2.05e+010	19.8975	30.5543
2.15e+010	18.925	29.6546
2.25e+010	18.0418	28.8181
2.35e+010	17.255	28.064
2.45e+010	16.6154	27.312
2.55e+010	15.9804	26.5515
2.65e+010	15.4284	25.876
