frequency	e'	e''
5e+008	88.2544	4.37953
1.5e+009	85.8052	12.3932
2.5e+009	82.6385	19.8466
3.5e+009	78.2114	26.2176
4.5e+009	73.1208	31.3668
5.5e+009	67.6973	35.2747
6.5e+009	62.1356	37.9296
7.5e+009	56.874	39.6456
8.5e+009	51.9923	40.552
9.5e+009	47.4762	40.7846
1.05e+010	43.3865	40.5828
1.15e+010	39.7696	40.0786
1.25e+010	36.5581	39.2868
1.35e+010	33.6902	38.4012
1.45e+010	31.1944	37.4343
1.55e+010	28.9829	36.3811
1.65e+010	26.9989	35.3669
1.75e+010	25.2946	34.3824
1.85e+010	23.7849	33.354
1.95e+010	22.3881	32.4121
2.05e+010	21.2109	31.5436
2.15e+010	20.168	30.6126
2.25e+010	19.1568	29.7397
2.35e+010	18.2963	29.033
2.45e+010	17.6133	28.2204
2.55e+010	16.861	27.4062
2.65e+010	16.2118	26.7947
