frequency	e'	e''
5e+008	2.96613	-0.55634
1.5e+009	2.80972	-0.28617
2.5e+009	2.74019	-0.232541
3.5e+009	2.73885	-0.198302
4.5e+009	2.72569	-0.193244
5.5e+009	2.75153	-0.20333
6.5e+009	2.77272	-0.195538
7.5e+009	2.77286	-0.201635
8.5e+009	2.79197	-0.217659
9.5e+009	2.82327	-0.226259
1.05e+010	2.83996	-0.223674
1.15e+010	2.81037	-0.243513
1.25e+010	2.82517	-0.252598
1.35e+010	2.83358	-0.24568
1.45e+010	2.81235	-0.261911
1.55e+010	2.80362	-0.26895
1.65e+010	2.81502	-0.25312
1.75e+010	2.79096	-0.267891
1.85e+010	2.78614	-0.274107
1.95e+010	2.79774	-0.249172
2.05e+010	2.77758	-0.269925
2.15e+010	2.78601	-0.283327
2.25e+010	2.78242	-0.25457
2.35e+010	2.79549	-0.283409
2.45e+010	2.80963	-0.2865
2.55e+010	2.82217	-0.273703
2.65e+010	2.8549	-0.294983
