frequency	e'	e''
5e+008	76.6129	3.85579
1.5e+009	74.7484	11.5327
2.5e+009	71.9	18.7926
3.5e+009	67.7682	25.9797
4.5e+009	60.3747	30.8359
5.5e+009	55.6139	33.1124
6.5e+009	50.2566	35.5484
7.5e+009	44.9115	36.7313
8.5e+009	40.1077	36.9698
9.5e+009	35.8457	36.5859
1.05e+010	32.1715	35.8956
1.15e+010	28.8994	34.9742
1.25e+010	26.0637	33.8084
1.35e+010	23.6986	32.5913
1.45e+010	21.6172	31.5296
1.55e+010	19.6712	30.2914
1.65e+010	18.0922	29.1085
1.75e+010	16.5876	27.9809
1.85e+010	15.4901	26.6828
1.95e+010	14.5231	25.7372
2.05e+010	13.6637	24.7045
2.15e+010	13.0371	23.8446
2.25e+010	12.2683	23.0275
2.35e+010	11.6579	22.195
2.45e+010	11.283	21.3138
2.55e+010	10.9052	20.6262
2.65e+010	10.5437	19.9461
