frequency	e'	e''
5e+008	6.09762	-0.55003
1.5e+009	5.98956	-0.240865
2.5e+009	5.90008	-0.172281
3.5e+009	5.86838	-0.13517
4.5e+009	5.83297	-0.116763
5.5e+009	5.85751	-0.107103
6.5e+009	5.85212	-0.080779
7.5e+009	5.82803	-0.0688206
8.5e+009	5.82687	-0.0658625
9.5e+009	5.836	-0.0559432
1.05e+010	5.82556	-0.0318421
1.15e+010	5.78338	-0.0327187
1.25e+010	5.77323	-0.0218757
1.35e+010	5.75126	-0.00165002
1.45e+010	5.71758	0.0018288
1.55e+010	5.68327	0.0173716
1.65e+010	5.67429	0.040345
1.75e+010	5.64139	0.0541365
1.85e+010	5.60889	0.0686647
1.95e+010	5.61164	0.0948783
2.05e+010	5.58665	0.114686
2.15e+010	5.56278	0.116026
2.25e+010	5.55963	0.148847
2.35e+010	5.55918	0.166411
2.45e+010	5.54664	0.167563
2.55e+010	5.55261	0.17901
2.65e+010	5.57089	0.19579
