frequency	e'	e''
5e+008	16.1632	-0.156771
1.5e+009	16.012	0.832925
2.5e+009	15.6264	1.53704
3.5e+009	15.2094	2.1083
4.5e+009	14.754	2.59029
5.5e+009	14.3392	2.97686
6.5e+009	13.8615	3.28229
7.5e+009	13.3968	3.51103
8.5e+009	12.9729	3.67186
9.5e+009	12.5804	3.78347
1.05e+010	12.193	3.86952
1.15e+010	11.8117	3.90828
1.25e+010	11.4846	3.92618
1.35e+010	11.1655	3.94444
1.45e+010	10.8685	3.93589
1.55e+010	10.5927	3.91853
1.65e+010	10.3502	3.9088
1.75e+010	10.1158	3.88789
1.85e+010	9.90166	3.85519
1.95e+010	9.72086	3.8379
2.05e+010	9.5424	3.81643
2.15e+010	9.37789	3.76578
2.25e+010	9.23166	3.74242
2.35e+010	9.10867	3.71932
2.45e+010	8.99771	3.66347
2.55e+010	8.88496	3.61703
2.65e+010	8.80063	3.59084
