frequency	e'	e''
5e+008	85.276	4.41424
1.5e+009	82.9611	12.8121
2.5e+009	79.3524	20.4784
3.5e+009	74.3494	26.8319
4.5e+009	68.9438	31.762
5.5e+009	63.2356	35.3452
6.5e+009	57.51	37.6008
7.5e+009	52.1877	38.904
8.5e+009	47.3472	39.3948
9.5e+009	42.9878	39.2822
1.05e+010	39.0899	38.7913
1.15e+010	35.6715	38.0558
1.25e+010	32.6997	37.0919
1.35e+010	30.0646	36.0712
1.45e+010	27.7754	35.0204
1.55e+010	25.7807	33.9142
1.65e+010	24.0145	32.8799
1.75e+010	22.4783	31.8863
1.85e+010	21.1464	30.8879
1.95e+010	19.9161	29.9961
2.05e+010	18.8844	29.147
2.15e+010	17.9665	28.2829
2.25e+010	17.0818	27.4633
2.35e+010	16.3625	26.8034
2.45e+010	15.7624	26.0351
2.55e+010	15.1161	25.2991
2.65e+010	14.5845	24.7348
