frequency	e'	e''
5e+008	90.8153	5.50911
1.5e+009	87.4505	15.7555
2.5e+009	82.3709	24.732
3.5e+009	75.8593	31.6956
4.5e+009	68.7845	36.6352
5.5e+009	61.7766	39.7496
6.5e+009	55.09	41.2453
7.5e+009	49.1953	41.7243
8.5e+009	44.0416	41.4232
9.5e+009	39.5726	40.5809
1.05e+010	35.7097	39.457
1.15e+010	32.4259	38.19
1.25e+010	29.6483	36.8011
1.35e+010	27.2344	35.4416
1.45e+010	25.1797	34.116
1.55e+010	23.4161	32.8111
1.65e+010	21.8688	31.6057
1.75e+010	20.5456	30.4892
1.85e+010	19.4049	29.404
1.95e+010	18.3728	28.4226
2.05e+010	17.4946	27.5363
2.15e+010	16.736	26.6376
2.25e+010	16.0137	25.8103
2.35e+010	15.4049	25.1151
2.45e+010	14.9267	24.3818
2.55e+010	14.4112	23.6496
2.65e+010	13.9665	23.0722
