frequency	e'	e''
5e+008	89.0886	4.60346
1.5e+009	86.6705	13.3686
2.5e+009	82.8867	21.3407
3.5e+009	77.8594	27.9387
4.5e+009	72.2015	33.1467
5.5e+009	66.2697	36.9186
6.5e+009	60.3002	39.2884
7.5e+009	54.7682	40.6861
8.5e+009	49.7063	41.2402
9.5e+009	45.134	41.1456
1.05e+010	41.0527	40.6435
1.15e+010	37.4596	39.877
1.25e+010	34.3486	38.8712
1.35e+010	31.5915	37.8155
1.45e+010	29.1871	36.6947
1.55e+010	27.1065	35.5665
1.65e+010	25.2449	34.4596
1.75e+010	23.6473	33.4199
1.85e+010	22.2349	32.3886
1.95e+010	20.9756	31.4063
2.05e+010	19.8775	30.527
2.15e+010	18.9103	29.6145
2.25e+010	18.0327	28.7802
2.35e+010	17.2402	28.0325
2.45e+010	16.6192	27.2804
2.55e+010	15.9841	26.511
2.65e+010	15.4309	25.8363
