frequency	e'	e''
5e+008	92.0809	6.34892
1.5e+009	87.9156	18.0602
2.5e+009	81.4279	27.8443
3.5e+009	73.4121	34.851
4.5e+009	65.14	39.2669
5.5e+009	57.36	41.5475
6.5e+009	50.3029	42.1446
7.5e+009	44.3289	41.7834
8.5e+009	39.2962	40.7755
9.5e+009	35.0881	39.3687
1.05e+010	31.5535	37.815
1.15e+010	28.5891	36.2315
1.25e+010	26.1577	34.6254
1.35e+010	24.0627	33.1182
1.45e+010	22.2926	31.6785
1.55e+010	20.8114	30.3466
1.65e+010	19.5042	29.0984
1.75e+010	18.4033	27.9845
1.85e+010	17.442	26.9357
1.95e+010	16.6123	25.9558
2.05e+010	15.8752	25.1132
2.15e+010	15.2484	24.2556
2.25e+010	14.6903	23.4974
2.35e+010	14.1691	22.817
2.45e+010	13.7894	22.1658
2.55e+010	13.4002	21.4944
2.65e+010	13.0511	20.913
