frequency	e'	e''
5e+008	89.0928	4.63764
1.5e+009	86.6782	13.3601
2.5e+009	82.8959	21.3195
3.5e+009	77.8708	27.9206
4.5e+009	72.2275	33.124
5.5e+009	66.2987	36.9011
6.5e+009	60.3312	39.2768
7.5e+009	54.8029	40.6734
8.5e+009	49.7413	41.2354
9.5e+009	45.1721	41.1481
1.05e+010	41.0921	40.649
1.15e+010	37.4914	39.8814
1.25e+010	34.385	38.8865
1.35e+010	31.6259	37.8259
1.45e+010	29.2156	36.7039
1.55e+010	27.1371	35.5856
1.65e+010	25.2757	34.4711
1.75e+010	23.6745	33.4308
1.85e+010	22.2565	32.4092
1.95e+010	21.0053	31.4183
2.05e+010	19.8956	30.5413
2.15e+010	18.9264	29.6321
2.25e+010	18.0591	28.7999
2.35e+010	17.2532	28.0418
2.45e+010	16.6331	27.299
2.55e+010	16.0071	26.5346
2.65e+010	15.4496	25.845
