frequency	e'	e''
5e+008	88.9594	4.62928
1.5e+009	86.5809	13.3145
2.5e+009	82.855	21.2485
3.5e+009	77.8501	27.8987
4.5e+009	72.1703	33.0626
5.5e+009	66.2808	36.8524
6.5e+009	60.3245	39.245
7.5e+009	54.7837	40.639
8.5e+009	49.7319	41.1963
9.5e+009	45.171	41.1145
1.05e+010	41.0995	40.6211
1.15e+010	37.5049	39.8594
1.25e+010	34.3972	38.8737
1.35e+010	31.6395	37.817
1.45e+010	29.2308	36.7102
1.55e+010	27.1431	35.5839
1.65e+010	25.29	34.4875
1.75e+010	23.6749	33.4479
1.85e+010	22.264	32.4226
1.95e+010	20.9992	31.451
2.05e+010	19.8957	30.5591
2.15e+010	18.9234	29.6591
2.25e+010	18.0421	28.8212
2.35e+010	17.2528	28.0706
2.45e+010	16.6165	27.3145
2.55e+010	15.9771	26.5524
2.65e+010	15.4272	25.8826
