frequency	e'	e''
5e+008	87.97	4.52891
1.5e+009	85.6175	13.1251
2.5e+009	81.9343	20.9558
3.5e+009	77.0403	27.5703
4.5e+009	71.3847	32.7218
5.5e+009	65.5277	36.3896
6.5e+009	59.6768	38.7514
7.5e+009	54.2219	40.1525
8.5e+009	49.2176	40.7127
9.5e+009	44.6985	40.6303
1.05e+010	40.6749	40.1452
1.15e+010	37.1203	39.393
1.25e+010	34.05	38.4202
1.35e+010	31.3224	37.385
1.45e+010	28.9398	36.2847
1.55e+010	26.8791	35.1838
1.65e+010	25.0364	34.0925
1.75e+010	23.4474	33.0694
1.85e+010	22.0427	32.0612
1.95e+010	20.7987	31.0905
2.05e+010	19.6991	30.2207
2.15e+010	18.7356	29.324
2.25e+010	17.87	28.5026
2.35e+010	17.0744	27.7582
2.45e+010	16.4529	27.0214
2.55e+010	15.8233	26.266
2.65e+010	15.2807	25.5868
