frequency	e'	e''
5e+008	89.2974	2.4039
1.5e+009	86.8242	12.6395
2.5e+009	83.0673	20.9086
3.5e+009	78.0348	27.7442
4.5e+009	72.2901	32.9708
5.5e+009	66.3491	36.8513
6.5e+009	60.3496	39.2969
7.5e+009	54.7826	40.6801
8.5e+009	49.6681	41.2459
9.5e+009	45.0653	41.2063
1.05e+010	40.9966	40.6969
1.15e+010	37.3759	39.8842
1.25e+010	34.2062	38.921
1.35e+010	31.5001	37.8671
1.45e+010	29.0602	36.6874
1.55e+010	26.944	35.5873
1.65e+010	25.131	34.4718
1.75e+010	23.5264	33.3495
1.85e+010	22.0555	32.3454
1.95e+010	20.8746	31.3462
2.05e+010	19.7677	30.4083
2.15e+010	18.7413	29.5008
2.25e+010	17.948	28.7409
2.35e+010	17.1694	27.8593
2.45e+010	16.4659	27.1182
2.55e+010	15.9034	26.4548
2.65e+010	15.4118	25.64
