frequency	e'	e''
5e+008	87.9856	1.96629
1.5e+009	85.5979	11.2247
2.5e+009	82.6552	18.768
3.5e+009	78.4535	25.2166
4.5e+009	73.5748	30.4033
5.5e+009	68.3601	34.4357
6.5e+009	62.9729	37.2688
7.5e+009	57.8178	39.1218
8.5e+009	52.9634	40.1965
9.5e+009	48.459	40.6356
1.05e+010	44.3896	40.5556
1.15e+010	40.7077	40.134
1.25e+010	37.4226	39.4901
1.35e+010	34.5671	38.6941
1.45e+010	31.967	37.709
1.55e+010	29.6854	36.7849
1.65e+010	27.6964	35.7613
1.75e+010	25.9345	34.7304
1.85e+010	24.304	33.7861
1.95e+010	22.9736	32.7848
2.05e+010	21.7066	31.8761
2.15e+010	20.5472	30.9703
2.25e+010	19.6467	30.196
2.35e+010	18.7012	29.2581
2.45e+010	17.8876	28.54
2.55e+010	17.2483	27.8493
2.65e+010	16.6354	26.9683
