frequency	e'	e''
5e+008	89.2223	2.37721
1.5e+009	86.7725	12.6107
2.5e+009	83.024	20.8583
3.5e+009	78.0131	27.7335
4.5e+009	72.2307	33.0006
5.5e+009	66.3025	36.8007
6.5e+009	60.3323	39.2632
7.5e+009	54.7711	40.6629
8.5e+009	49.6477	41.2262
9.5e+009	45.0522	41.1888
1.05e+010	40.9849	40.6833
1.15e+010	37.3628	39.8708
1.25e+010	34.192	38.9158
1.35e+010	31.4893	37.8608
1.45e+010	29.0481	36.6828
1.55e+010	26.9272	35.5846
1.65e+010	25.1177	34.4709
1.75e+010	23.5056	33.3426
1.85e+010	22.0356	32.3443
1.95e+010	20.8545	31.3515
2.05e+010	19.7487	30.4029
2.15e+010	18.7193	29.5022
2.25e+010	17.9235	28.7382
2.35e+010	17.1517	27.8525
2.45e+010	16.438	27.1119
2.55e+010	15.8769	26.4523
2.65e+010	15.3811	25.6353
