frequency	e'	e''
5e+008	89.2022	2.37036
1.5e+009	86.7578	12.6114
2.5e+009	83.0082	20.8585
3.5e+009	78.0092	27.7384
4.5e+009	72.225	33.0186
5.5e+009	66.273	36.8032
6.5e+009	60.3132	39.2616
7.5e+009	54.7541	40.6638
8.5e+009	49.6273	41.229
9.5e+009	45.0301	41.189
1.05e+010	40.9654	40.6823
1.15e+010	37.3445	39.8713
1.25e+010	34.174	38.9157
1.35e+010	31.4693	37.8606
1.45e+010	29.0301	36.6818
1.55e+010	26.9098	35.5847
1.65e+010	25.1005	34.4713
1.75e+010	23.4893	33.3438
1.85e+010	22.018	32.343
1.95e+010	20.8363	31.3501
2.05e+010	19.7326	30.405
2.15e+010	18.7018	29.5008
2.25e+010	17.9073	28.738
2.35e+010	17.1345	27.8541
2.45e+010	16.421	27.1089
2.55e+010	15.8599	26.4507
2.65e+010	15.3652	25.6332
